captcha,javascript_render,locations,meta,name,parser,profile
False,False,"[{'fqdn': 'nalr2uqsave7y2r235am5jsfiklfjh5h4jc5nztu3rzvmhklwt5j6kid.onion', 'title': 'BITCARDS - Prepaid cards', 'version': 3, 'slug': 'http://nalr2uqsave7y2r235am5jsfiklfjh5h4jc5nztu3rzvmhklwt5j6kid.onion', 'available': False, 'updated': '2022-12-11 04:41:30.820296', 'lastscrape': '2022-12-11 04:41:30.820284', 'enabled': False}]",,x001xs,False,[]
False,False,"[{'fqdn': 'kelvinsecteamcyber.wixsite.com', 'title': None, 'version': 0, 'slug': 'https://kelvinsecteamcyber.wixsite.com/my-site/items', 'available': False, 'updated': '2022-12-11 04:41:32.050974', 'lastscrape': '2022-12-11 04:41:32.050962', 'enabled': False}]",not a ransomware group,kelvinsecurity,False,['https://twitter.com/Ksecureteamlab']
False,True,"[{'fqdn': 'stniiomyjliimcgkvdszvgen3eaaoz55hreqqx6o77yvmpwt7gklffqd.onion', 'title': 'Black Basta Blog', 'version': 3, 'slug': 'http://stniiomyjliimcgkvdszvgen3eaaoz55hreqqx6o77yvmpwt7gklffqd.onion/', 'available': False, 'updated': '2025-01-29 14:07:36.327471', 'lastscrape': '2025-01-29 14:07:36.327461', 'enabled': True}, {'fqdn': 'aazsbsgya565vlu2c6bzy6yfiebkcbtvvcytvolt33s77xypi7nypxyd.onion', 'title': 'Chat Black Basta', 'version': 3, 'slug': 'https://aazsbsgya565vlu2c6bzy6yfiebkcbtvvcytvolt33s77xypi7nypxyd.onion/', 'available': False, 'updated': '2023-09-17 13:09:47.013425', 'lastscrape': '2023-09-17 13:09:47.013410', 'enabled': False}, {'fqdn': 'bastad5huzwkepdixedg2gekg7jk22ato24zyllp6lnjx7wdtyctgvyd.onion', 'title': 'Chat Black Basta', 'version': 3, 'slug': 'https://bastad5huzwkepdixedg2gekg7jk22ato24zyllp6lnjx7wdtyctgvyd.onion/', 'available': False, 'updated': '2025-02-20 16:09:57.193482', 'lastscrape': '2025-02-20 16:09:57.193468', 'enabled': True}, {'fqdn': 'databasebb.top', 'title': None, 'version': 0, 'slug': 'http://databasebb.top', 'available': False, 'updated': '2025-04-03 00:15:18.940492', 'lastscrape': '2025-04-03 00:15:18.940481', 'enabled': True}]",,blackbasta,True,[]
False,False,"[{'fqdn': 'mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion', 'title': 'VSOP NEWS', 'version': 3, 'slug': 'http://mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion', 'available': False, 'updated': '2023-01-02 04:27:07.751479', 'lastscrape': '2023-01-02 04:27:07.751467', 'enabled': False}]",aka vsop,onyx,False,['vsop@onionmail.org']
False,False,"[{'fqdn': 'dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion', 'title': 'DataLeakBlog', 'version': 3, 'slug': 'https://dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion/', 'available': False, 'updated': '2022-08-16 10:33:38.900675', 'lastscrape': '2022-08-16 10:33:38.900659', 'enabled': False}]",,mindware,False,[]
False,False,"[{'fqdn': 'xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion', 'title': '©RansomHouse', 'version': 3, 'slug': 'http://xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion/', 'available': False, 'updated': '2022-10-01 20:57:54.519450', 'lastscrape': '2022-10-01 20:57:54.519431', 'enabled': False}, {'fqdn': 'zohlm7ahjwegcedoz7lrdrti7bvpofymcayotp744qhx6gjmxbuo2yid.onion', 'title': None, 'version': 3, 'slug': 'http://zohlm7ahjwegcedoz7lrdrti7bvpofymcayotp744qhx6gjmxbuo2yid.onion/a', 'available': True, 'updated': '2025-06-17 04:12:55.331738', 'lastscrape': '2025-06-17 04:12:55.331725', 'enabled': True}]",,ransomhouse,True,['https://t.me/ransom_house']
False,False,"[{'fqdn': 'rwiajgajdr4kzlnrj5zwebbukpcbrjhupjmk6gufxv6tg7myx34iocad.onion', 'title': 'Cheers!', 'version': 3, 'slug': 'http://rwiajgajdr4kzlnrj5zwebbukpcbrjhupjmk6gufxv6tg7myx34iocad.onion', 'available': False, 'updated': '2022-09-20 05:18:11.903755', 'lastscrape': '2022-09-20 05:18:11.903741', 'enabled': False}, {'fqdn': 'crkfkmrh4qzbddfrl2axnkvjp5tgwx73d7lq4oycsfxc7pfgbfhtfiid.onion', 'title': 'sembmarine', 'version': 3, 'slug': 'http://crkfkmrh4qzbddfrl2axnkvjp5tgwx73d7lq4oycsfxc7pfgbfhtfiid.onion/', 'available': False, 'updated': '2022-09-20 05:18:17.023692', 'lastscrape': '2022-09-20 05:18:17.023676', 'enabled': False}]",,cheers,True,[]
False,False,"[{'fqdn': 'wemo2ysyeq6km2nqhcrz63dkdhez3j25yw2nvn7xba2z4h7v7gyrfgid.onion', 'title': 'Home', 'version': 3, 'slug': 'https://wemo2ysyeq6km2nqhcrz63dkdhez3j25yw2nvn7xba2z4h7v7gyrfgid.onion', 'available': False, 'updated': '2022-07-18 23:41:57.286530', 'lastscrape': '2022-07-18 23:41:57.286517', 'enabled': False}]","accessing over HTTP returns open dir 29/5/22, 89.38.225.166",darkangels,False,[]
True,True,"[{'fqdn': 'lockbit3753ekiocyo5epmpy6klmejchjtzddoekjlnt6mu3qh4de2id.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit3753ekiocyo5epmpy6klmejchjtzddoekjlnt6mu3qh4de2id.onion', 'available': True, 'updated': '2025-06-17 04:13:23.619835', 'lastscrape': '2025-06-17 04:13:23.619821', 'enabled': True}, {'fqdn': 'lockbit3g3ohd3katajf6zaehxz4h4cnhmz5t735zpltywhwpc6oy3id.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit3g3ohd3katajf6zaehxz4h4cnhmz5t735zpltywhwpc6oy3id.onion', 'available': True, 'updated': '2025-06-17 04:13:44.677199', 'lastscrape': '2025-06-17 04:13:44.677185', 'enabled': True}, {'fqdn': 'lockbit3olp7oetlc4tl5zydnoluphh7fvdt5oa6arcp2757r7xkutid.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit3olp7oetlc4tl5zydnoluphh7fvdt5oa6arcp2757r7xkutid.onion', 'available': True, 'updated': '2025-06-17 04:14:06.050406', 'lastscrape': '2025-06-17 04:14:06.050392', 'enabled': True}, {'fqdn': 'lockbit435xk3ki62yun7z5nhwz6jyjdp2c64j5vge536if2eny3gtid.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit435xk3ki62yun7z5nhwz6jyjdp2c64j5vge536if2eny3gtid.onion', 'available': True, 'updated': '2025-06-17 04:14:36.711227', 'lastscrape': '2025-06-17 04:14:36.711215', 'enabled': True}, {'fqdn': 'lockbit4lahhluquhoka3t4spqym2m3dhe66d6lr337glmnlgg2nndad.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit4lahhluquhoka3t4spqym2m3dhe66d6lr337glmnlgg2nndad.onion', 'available': True, 'updated': '2025-06-17 04:15:02.122990', 'lastscrape': '2025-06-17 04:15:02.122975', 'enabled': True}, {'fqdn': 'lockbit6knrauo3qafoksvl742vieqbujxw7rd6ofzdtapjb4rrawqad.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit6knrauo3qafoksvl742vieqbujxw7rd6ofzdtapjb4rrawqad.onion', 'available': True, 'updated': '2025-06-17 04:15:27.066886', 'lastscrape': '2025-06-17 04:15:27.066873', 'enabled': True}, {'fqdn': 'lockbit7ouvrsdgtojeoj5hvu6bljqtghitekwpdy3b6y62ixtsu5jqd.onion', 'title': 'LockBit BLOG', 'version': 3, 'slug': 'http://lockbit7ouvrsdgtojeoj5hvu6bljqtghitekwpdy3b6y62ixtsu5jqd.onion', 'available': True, 'updated': '2025-06-17 04:15:48.527675', 'lastscrape': '2025-06-17 04:15:48.527662', 'enabled': True}, {'fqdn': 'lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion', 'title': 'LockBit File Share', 'version': 3, 'slug': 'http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion/', 'available': False, 'updated': '2024-10-20 20:12:22.279184', 'lastscrape': '2024-10-20 20:12:22.279172', 'enabled': True}, {'fqdn': 'lockbitnotexk2vnf2q2zwjefsl3hjsnk4u74vq4chxrqpjclfydk4ad.onion', 'title': 'LockBit Private Note', 'version': 3, 'slug': 'http://lockbitnotexk2vnf2q2zwjefsl3hjsnk4u74vq4chxrqpjclfydk4ad.onion/', 'available': False, 'updated': '2024-05-08 04:21:54.009550', 'lastscrape': '2024-05-08 04:21:54.009537', 'enabled': False}, {'fqdn': 'lockbit7a2g6ve7etbcy6iyizjnuleffz4szgmxaawcbfauluavi5jqd.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://lockbit7a2g6ve7etbcy6iyizjnuleffz4szgmxaawcbfauluavi5jqd.onion/form', 'available': True, 'updated': '2025-06-17 04:16:14.592942', 'lastscrape': '2025-06-17 04:16:14.592929', 'enabled': True}, {'fqdn': 'lockbit75naln4yj44rg6ez6vjmdcrt7up4kxmmmuvilcg4ak3zihxid.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://lockbit75naln4yj44rg6ez6vjmdcrt7up4kxmmmuvilcg4ak3zihxid.onion/form', 'available': True, 'updated': '2025-06-17 04:16:31.556565', 'lastscrape': '2025-06-17 04:16:31.556552', 'enabled': True}, {'fqdn': 'lockbit74beza5z3e3so7qmjnvlgoemscp7wtp33xo7xv7f7xtlqbkqd.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://lockbit74beza5z3e3so7qmjnvlgoemscp7wtp33xo7xv7f7xtlqbkqd.onion/form', 'available': True, 'updated': '2025-06-17 04:16:48.994164', 'lastscrape': '2025-06-17 04:16:48.994151', 'enabled': True}, {'fqdn': 'lockbitcuo23q7qrymbk6dsp2sadltspjvjxgcyp4elbnbr6tcnwq7qd.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://lockbitcuo23q7qrymbk6dsp2sadltspjvjxgcyp4elbnbr6tcnwq7qd.onion/form', 'available': False, 'updated': '2025-06-14 22:11:40.279620', 'lastscrape': '2025-06-14 22:11:40.279607', 'enabled': True}, {'fqdn': 'lockbitb42tkml3ipianjbs6e33vhcshb7oxm2stubfvdzn3y2yqgbad.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://lockbitb42tkml3ipianjbs6e33vhcshb7oxm2stubfvdzn3y2yqgbad.onion/form', 'available': True, 'updated': '2025-06-17 04:17:12.901597', 'lastscrape': '2025-06-17 04:17:12.901585', 'enabled': True}, {'fqdn': 'lockbitaa46gwjck2xzmi2xops6x4x3aqn6ez7yntitero2k7ae6yoyd.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://lockbitaa46gwjck2xzmi2xops6x4x3aqn6ez7yntitero2k7ae6yoyd.onion/form', 'available': True, 'updated': '2025-06-17 04:17:33.257756', 'lastscrape': '2025-06-17 04:17:33.257743', 'enabled': True}, {'fqdn': 'lockbitqevb62vetmis3eylenxzxlh6x2n5doz5dclj4y5anvez6a5yd.onion', 'title': 'Verifying your browser...', 'version': 3, 'slug': 'http://lockbitqevb62vetmis3eylenxzxlh6x2n5doz5dclj4y5anvez6a5yd.onion/', 'available': False, 'updated': '2025-02-05 06:14:06.198842', 'lastscrape': '2025-02-05 06:14:06.198830', 'enabled': True}, {'fqdn': 'lockbitzwyngiwkepffhcwvc4qpgpu3lmn4kf4cu33sxmif7xzoilfyd.onion', 'title': 'Verifying your browser...', 'version': 3, 'slug': 'http://lockbitzwyngiwkepffhcwvc4qpgpu3lmn4kf4cu33sxmif7xzoilfyd.onion/', 'available': False, 'updated': '2024-12-20 14:13:32.260918', 'lastscrape': '2024-12-20 14:13:32.260906', 'enabled': True}, {'fqdn': 'lockbitzka3u4xx4xbw2lo7mqwgqxign6iq4clatn66sfbred22qdiid.onion', 'title': 'LockBit LOGIN', 'version': 3, 'slug': 'http://lockbitzka3u4xx4xbw2lo7mqwgqxign6iq4clatn66sfbred22qdiid.onion/form', 'available': False, 'updated': '2024-06-24 10:21:56.419288', 'lastscrape': '2024-06-24 10:21:56.419278', 'enabled': True}, {'fqdn': 'lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion', 'title': 'LockBit - Leaked', 'version': 3, 'slug': 'http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion', 'available': False, 'updated': '2025-06-17 00:22:30.113087', 'lastscrape': '2025-06-17 00:22:30.113076', 'enabled': True}, {'fqdn': 'lockbit23xxhej7swdop24cru7ks2w66pw7zgdkydqo6f7wfyfqo7oqd.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbit23xxhej7swdop24cru7ks2w66pw7zgdkydqo6f7wfyfqo7oqd.onion', 'available': True, 'updated': '2025-06-17 04:18:24.904858', 'lastscrape': '2025-06-17 04:18:24.904846', 'enabled': True}, {'fqdn': 'lockbit5eevg7vec4vwwtzgkl4kulap6oxbic2ye4mnmlq6njnpc47qd.onion', 'title': None, 'version': 3, 'slug': 'http://lockbit5eevg7vec4vwwtzgkl4kulap6oxbic2ye4mnmlq6njnpc47qd.onion', 'available': True, 'updated': '2025-06-17 04:18:43.003034', 'lastscrape': '2025-06-17 04:18:43.003021', 'enabled': True}, {'fqdn': 'lockbit7ixelt7gn3ynrs3dgqtsom6x6sd2ope4di7bu6e6exyhazeyd.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbit7ixelt7gn3ynrs3dgqtsom6x6sd2ope4di7bu6e6exyhazeyd.onion', 'available': True, 'updated': '2025-06-17 04:19:05.591256', 'lastscrape': '2025-06-17 04:19:05.591243', 'enabled': True}, {'fqdn': 'lockbitck6escin3p33v3f5uef3mr5fx335oyqon2uqoyxuraieuhiqd.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbitck6escin3p33v3f5uef3mr5fx335oyqon2uqoyxuraieuhiqd.onion', 'available': True, 'updated': '2025-06-17 04:19:25.157686', 'lastscrape': '2025-06-17 04:19:25.157673', 'enabled': True}, {'fqdn': 'lockbitfhzimjqx2v7p2vfu57fpdm5zh2vsbfk5jkjod3k5pszbek7ad.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbitfhzimjqx2v7p2vfu57fpdm5zh2vsbfk5jkjod3k5pszbek7ad.onion', 'available': True, 'updated': '2025-06-17 04:19:43.971312', 'lastscrape': '2025-06-17 04:19:43.971300', 'enabled': True}, {'fqdn': 'lockbiti7ss2wzyizvyr2x46krnezl4xjeianvupnvazhbqtz32auqqd.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbiti7ss2wzyizvyr2x46krnezl4xjeianvupnvazhbqtz32auqqd.onion', 'available': True, 'updated': '2025-06-17 04:20:07.646598', 'lastscrape': '2025-06-17 04:20:07.646585', 'enabled': True}, {'fqdn': 'lockbitkwkmhfb2zr3ngduaa6sd6munslzkbtqhn5ifmwqml4sl7znad.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbitkwkmhfb2zr3ngduaa6sd6munslzkbtqhn5ifmwqml4sl7znad.onion', 'available': True, 'updated': '2025-06-17 04:20:25.469924', 'lastscrape': '2025-06-17 04:20:25.469912', 'enabled': True}, {'fqdn': 'lockbitqfj7mmhrfa7lznj47ogknqanskj7hyk2vistn2ju5ufrhbpyd.onion', 'title': 'Humanity check', 'version': 3, 'slug': 'http://lockbitqfj7mmhrfa7lznj47ogknqanskj7hyk2vistn2ju5ufrhbpyd.onion', 'available': True, 'updated': '2025-06-17 04:20:44.707065', 'lastscrape': '2025-06-17 04:20:44.707052', 'enabled': True}, {'fqdn': 'lockbitw2ygzasbt35ffpdb46r4vkej6flm3siyabaxzdodwpiatfgqd.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitw2ygzasbt35ffpdb46r4vkej6flm3siyabaxzdodwpiatfgqd.onion', 'available': False, 'updated': '2025-03-01 08:15:34.661719', 'lastscrape': '2025-03-01 08:15:34.661706', 'enabled': True}, {'fqdn': 'lbb2llze7ab4rnq4jumsy4ihsqzpuysaofpz2e43foocwmrzsokumqid.onion', 'title': None, 'version': 3, 'slug': 'http://lbb2llze7ab4rnq4jumsy4ihsqzpuysaofpz2e43foocwmrzsokumqid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbb47q2f7nzeatj6mxppuk7bhnvwu23mf6pfuywxcz57dwnzl6z3ksqd.onion', 'title': None, 'version': 3, 'slug': 'http://lbb47q2f7nzeatj6mxppuk7bhnvwu23mf6pfuywxcz57dwnzl6z3ksqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbb5cnqexve2wg6acbfyohkzeijflpqmgijx5ksyvu4aljv27r2lgiid.onion', 'title': None, 'version': 3, 'slug': 'http://lbb5cnqexve2wg6acbfyohkzeijflpqmgijx5ksyvu4aljv27r2lgiid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbb6ud2vyf23z4hw6fzskr5gru7eftbjfbd6yzra3hzuqqvjy63blqqd.onion', 'title': None, 'version': 3, 'slug': 'http://lbb6ud2vyf23z4hw6fzskr5gru7eftbjfbd6yzra3hzuqqvjy63blqqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbchnkrhkjtltjunmqsbw32bbblsd5bd2pqywtt2bex4bjmo5ry2iqd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbchnkrhkjtltjunmqsbw32bbblsd5bd2pqywtt2bex4bjmo5ry2iqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbellr6aq4kuchzy44pmimszfd4di4fslez765ux4kse3o4lxcnpgid.onion', 'title': None, 'version': 3, 'slug': 'http://lbbellr6aq4kuchzy44pmimszfd4di4fslez765ux4kse3o4lxcnpgid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbfsazjqqwvtq2ckhm53kfmvsy7c6sdci3uy6qui4lv66aeef7hhpad.onion', 'title': None, 'version': 3, 'slug': 'http://lbbfsazjqqwvtq2ckhm53kfmvsy7c6sdci3uy6qui4lv66aeef7hhpad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbgv7wsi6bpguvjbu6omdgwzllqm5tvdo65do2q7vw4er7aqrnjmtad.onion', 'title': None, 'version': 3, 'slug': 'http://lbbgv7wsi6bpguvjbu6omdgwzllqm5tvdo65do2q7vw4er7aqrnjmtad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbk5lfftmhhu2qtahhg4wpnxw4bmtzoy5mu7g4jwyfyeyqoe3vpl4yd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbk5lfftmhhu2qtahhg4wpnxw4bmtzoy5mu7g4jwyfyeyqoe3vpl4yd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbjmbkvw3yurmnazwkbj5muyvw5dd6y7hyxrus23y33qiqczclrnbyd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbjmbkvw3yurmnazwkbj5muyvw5dd6y7hyxrus23y33qiqczclrnbyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbov7weoojwnqytnjqygmglkwtim5dvyw3xvoluk5ostz75ofd6enqd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbov7weoojwnqytnjqygmglkwtim5dvyw3xvoluk5ostz75ofd6enqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbp2rsfcmg5durpwgs22wxrdngsa4wiwmc4xk6hgmuluy6bvbvvtlid.onion', 'title': None, 'version': 3, 'slug': 'http://lbbp2rsfcmg5durpwgs22wxrdngsa4wiwmc4xk6hgmuluy6bvbvvtlid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbpoq6d2jglpw7dxarr6oaakgnlxt5nmrza5ojlufsuffuzexajsuyd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbpoq6d2jglpw7dxarr6oaakgnlxt5nmrza5ojlufsuffuzexajsuyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbuxq57hyskobn5xwtw26rkq4wyvttory6k7pio2lv5adeopeezv6ad.onion', 'title': None, 'version': 3, 'slug': 'http://lbbuxq57hyskobn5xwtw26rkq4wyvttory6k7pio2lv5adeopeezv6ad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbvhambmct5s4rpf2b65mrnqynhpn4hksq47io2wow5cjtv3xmsypid.onion', 'title': None, 'version': 3, 'slug': 'http://lbbvhambmct5s4rpf2b65mrnqynhpn4hksq47io2wow5cjtv3xmsypid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbw6uqp2te2f323ltn2fgwl5tu5cr3udoj3ik2obdtr5367skuh4cid.onion', 'title': None, 'version': 3, 'slug': 'http://lbbw6uqp2te2f323ltn2fgwl5tu5cr3udoj3ik2obdtr5367skuh4cid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbw7j6si6k2bzxd4tzvesoijfjtr4pa6awqie63rmkpql7hmu6tqnqd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbw7j6si6k2bzxd4tzvesoijfjtr4pa6awqie63rmkpql7hmu6tqnqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbxv6nlojheut6th4nqwpabr4gtksm7y7f4c52ubvvvumydpo4dmryd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbxv6nlojheut6th4nqwpabr4gtksm7y7f4c52ubvvvumydpo4dmryd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbzlychkbilhjsw5hhuvk7zk4axdffy3nvel3zaqwnuo2d4nlqqkeyd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbzlychkbilhjsw5hhuvk7zk4axdffy3nvel3zaqwnuo2d4nlqqkeyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lbbzme4ctvcgzo5lq7jvcdy2v2cs6hrlgihsmylfddprzqptm6ywhhyd.onion', 'title': None, 'version': 3, 'slug': 'http://lbbzme4ctvcgzo5lq7jvcdy2v2cs6hrlgihsmylfddprzqptm6ywhhyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': True}, {'fqdn': 'lockbit3hdu7e4sv3ecg6mmqmeihjcizebcxic6t4eqwar6f2e7rxpad.onion', 'title': None, 'version': 3, 'slug': 'http://lockbit3hdu7e4sv3ecg6mmqmeihjcizebcxic6t4eqwar6f2e7rxpad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbit4r3ly63w22jhkg33emtqwxw436wkftosscvdal2prdlwzknyd.onion', 'title': None, 'version': 3, 'slug': 'http://lockbit4r3ly63w22jhkg33emtqwxw436wkftosscvdal2prdlwzknyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbit7bb4b6n27feok2rc7ri75udaqkfppjvtkxlwh7qldygbopmad.onion', 'title': None, 'version': 3, 'slug': 'http://lockbit7bb4b6n27feok2rc7ri75udaqkfppjvtkxlwh7qldygbopmad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbitb63zs7f4rdjcsn2etkqaswurk6hh55sa2ojeilxcnwf6qbkqd.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitb63zs7f4rdjcsn2etkqaswurk6hh55sa2ojeilxcnwf6qbkqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbitbtdk33k75rsl6uhn6bewd5g6z3hp42z6vb2hfk54oja55h7id.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitbtdk33k75rsl6uhn6bewd5g6z3hp42z6vb2hfk54oja55h7id.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbitdzjxsgyacnmfte6nfgqfcyhedkduimi4tsajvrwi4ljbos7id.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitdzjxsgyacnmfte6nfgqfcyhedkduimi4tsajvrwi4ljbos7id.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbitehorki5kh6s3n27hi3serhzr7htlshfqyg5ex32dyr5efhfyd.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitehorki5kh6s3n27hi3serhzr7htlshfqyg5ex32dyr5efhfyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbitffcjqi2wpwhjgubkjihhc7seaujqgzscvwvdiftunl6hn5oyd.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitffcjqi2wpwhjgubkjihhc7seaujqgzscvwvdiftunl6hn5oyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'lockbitfnszjao7hayqsd424m74k5jxc52hozvabjrut7pjfsfaaaoad.onion', 'title': None, 'version': 3, 'slug': 'http://lockbitfnszjao7hayqsd424m74k5jxc52hozvabjrut7pjfsfaaaoad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",pkey: 6A3OUL5IALGWJYQ2C53V7WOTVU7SKZYJ6MHXHKTLVUBPVZTEKVFA,lockbit3,True,[]
False,False,"[{'fqdn': 'ccpyeuptrlatb2piua4ukhnhi7lrxgerrcrj4p2b5uhbzqm2xgdjaqid.onion', 'title': 'BlueSky DECRYPTOR', 'version': 3, 'slug': 'http://ccpyeuptrlatb2piua4ukhnhi7lrxgerrcrj4p2b5uhbzqm2xgdjaqid.onion', 'available': False, 'updated': '2023-10-17 15:16:51.959405', 'lastscrape': '2023-10-17 15:16:51.959392', 'enabled': False}]",decryptor,bluesky,False,[]
False,False,"[{'fqdn': 'solidb2jco63vbhx4sfimnqmwhtdjk4jbbgq7a24cmzzkfse4rduxgid.onion', 'title': 'SOLIDBIT LOGIN', 'version': 3, 'slug': 'http://solidb2jco63vbhx4sfimnqmwhtdjk4jbbgq7a24cmzzkfse4rduxgid.onion/login', 'available': False, 'updated': '2022-08-27 10:46:42.853896', 'lastscrape': '2022-08-27 10:46:42.853880', 'enabled': False}]",,solidbit,False,[]
