Risk,Title,URL,Tags,Access,Author,Local,Remote,CVE,CWE
Medium,Adobe Acrobat Reader DC 19.21.20058.31925 - Local Code Execution via DLL hijacking,https://cxsecurity.com/issue/WLB-2020020008,Nir Yehoshua,Local,,Yes,No,N/A,N/A
Medium,Created by Paperless - SQL Injection,https://cxsecurity.com/issue/WLB-2020020007,Light Cyber Indonesia,Remote,,Yes,Yes,N/A,N/A
Medium,Schneider Electric U.Motion Builder 1.3.4 Authenticated Command Injection,https://cxsecurity.com/issue/WLB-2020020006,"CVE, CWE, Cosmin Craciun",Remote,Cosmin Craciun,No,Yes,CVE-2018-7777,CWE-78
Medium,EDJE Technologies - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020020005,Unkn0wn,Remote,,No,Yes,N/A,N/A
Medium,EDJE Technologies - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020020004,Unkn0wn,Remote,,No,Yes,N/A,N/A
High,Torrent 3GP Converter 1.51 Stack Overflow (SEH),https://cxsecurity.com/issue/WLB-2020020003,"CWE, boku",Local,boku,Yes,No,N/A,CWE-119
Medium,Microsoft Windows 10 DLL Search Path,https://cxsecurity.com/issue/WLB-2020020002,Stefan Kanthak,Local,,Yes,No,N/A,N/A
Medium,TrendMicro Anti-Threat Toolkit Improper Fix,https://cxsecurity.com/issue/WLB-2020020001,"CVE, Stefan Kanthak",Local,Stefan Kanthak,Yes,No,CVE-2019-9491 | CVE-2019-20358,N/A
Medium,TicketAgenten Germany XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010237,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Daiwa-Cormoran Sportartikel-Vertrieb GmbH XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010236,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,DTMobilien GmBH Credit Agency XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010235,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Lotus Core CMS 1.0.1 Local File Inclusion,https://cxsecurity.com/issue/WLB-2020010234,"CWE, Daniel Monzón (stark0...",Remote,Daniel Monzón (stark0de),No,Yes,N/A,CWE-98
Medium,BimBamBanana Gadgets Online Shopping XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010233,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Ozeki Messaging Software Products Hungary XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010232,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Antikvariat-Susice XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010231,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
High,Citrix XenMobile Server 10.8 XML External Entity Injection,https://cxsecurity.com/issue/WLB-2020010230,"CVE, Jonas Lejon",Remote,Jonas Lejon,No,Yes,CVE-2018-10653,CWE-611
Medium,Intel Processor Identification Utility 6.0.0211 Privilege Escalation,https://cxsecurity.com/issue/WLB-2020010229,"CWE, Stefan Kanthak",Local,Stefan Kanthak,Yes,No,N/A,CWE-264
Low,FlexNet Publisher 11.12.1 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020010228,"CVE, CWE, Ismail Tasdelen",Remote,Ismail Tasdelen,No,Yes,CVE-2019-8962,CWE-352
Medium,PHP 7.0-7.4 disable_functions bypass PoC (*nix only),https://cxsecurity.com/issue/WLB-2020010227,Mm0r1,Local,Mm0r1,Yes,No,N/A,N/A
Medium,Powered By baanwesite SQL injection,https://cxsecurity.com/issue/WLB-2020010226,El Behram,Remote,,No,Yes,N/A,N/A
High,rConfig 3.9.3 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010225,"CVE, vikingfr",Local,vikingfr,Yes,No,CVE-2019-19509,CWE-78
Medium,Rukovoditel Project Management CRM 2.5.2 filters SQL Injection,https://cxsecurity.com/issue/WLB-2020010224,"CWE, Fatih Çelik",Remote,Fatih Çelik,No,Yes,N/A,CWE-89
High,OpenBSD OpenSMTPD Privilege Escalation / Code Execution,https://cxsecurity.com/issue/WLB-2020010223,"CVE, CWE, Qualys Security Adviso...",Local,Qualys Security Advisory,Yes,No,CVE-2020-7247,CWE-264
Low,Microsoft Windows 10 Theme API ThemePack File Parsing,https://cxsecurity.com/issue/WLB-2020010222,"CVE, Eduardo Braun Prado",Local,Eduardo Braun Prado,Yes,No,CVE-2018-8413 | CVE-2013-0810,N/A
Low,Kibana 6.6.1 CSV Injection,https://cxsecurity.com/issue/WLB-2020010221,Aamir Rehman,Remote,Aamir Rehman,No,Yes,N/A,N/A
Medium,macOS/iOS ImageIO Heap Corruption when Processing Malformed TIFF Image,https://cxsecurity.com/issue/WLB-2020010220,Google,Local,Google,Yes,No,N/A,N/A
High,Centreon 19.10.5 Remote Command Execution,https://cxsecurity.com/issue/WLB-2020010219,"CWE, Fabien AUNAY, Omri BAS...",Remote,"Fabien AUNAY, Omri BASO",No,Yes,N/A,CWE-78
Low,Cups Easy 1.0 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020010218,"CVE, CWE, J3rryBl4nks",Remote,J3rryBl4nks,No,Yes,CVE-2020-8425,CWE-352
Low,Fifthplay S.A.M.I 2019.2_HP Persistent Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2020010217,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
High,Satellian 1.12 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010216,"CVE, Xh4H",Remote,Xh4H,No,Yes,CVE-2020-7980,CWE-78
High,Liferay CE Portal 6.0.2 Remote Command Execution,https://cxsecurity.com/issue/WLB-2020010215,"CWE, Berk Dusunur",Remote,Berk Dusunur,No,Yes,N/A,CWE-78
High,XMLBlueprint 16.191112 XML Injection,https://cxsecurity.com/issue/WLB-2020010214,Javier Olmedo,Remote,Javier Olmedo,No,Yes,N/A,N/A
Medium,Octeth Oempro 4.8 SQL Injection,https://cxsecurity.com/issue/WLB-2020010213,"CVE, CWE, Bruno de Barros Bulle",Remote,Bruno de Barros Bulle,No,Yes,CVE-2019-19740,CWE-89
Medium,Powered By Schoolsindia.Com SQl injection / El Behram,https://cxsecurity.com/issue/WLB-2020010212,El Behram,Remote,,No,Yes,N/A,N/A
Low,IceWarp WebMail Cross-Site Scripting Vulnerability,https://cxsecurity.com/issue/WLB-2020010211,Lutfu Mert Ceylan,Remote,,No,Yes,N/A,N/A
Low,Centreon 19.10.5 Credential Disclosure,https://cxsecurity.com/issue/WLB-2020010210,Fabien Aunay,Remote,Fabien Aunay,No,Yes,N/A,N/A
Medium,Newsite CMS Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2020010209,sir shahroukh,Remote,,No,Yes,N/A,N/A
High,FusionAuth 1.10 Remote Command Execution,https://cxsecurity.com/issue/WLB-2020010208,"CVE, CWE, Gianluca Baldi",Remote,Gianluca Baldi,No,Yes,CVE-2020-7799,CWE-78
Medium,"ATC India - Express Delivery, Courier & Shipping Services Admin Login bypass",https://cxsecurity.com/issue/WLB-2020010207,aydenir,Remote,,No,Yes,N/A,N/A
Medium,omc SQL injection,https://cxsecurity.com/issue/WLB-2020010206,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Low,IceWarp WebMail 11.4.4.1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010205,"CWE, Lutfu Mert Ceylan",Remote,Lutfu Mert Ceylan,No,Yes,N/A,CWE-79
Low,Employee Leaves Management System 2.0 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020010204,"CWE, Priyanka Samak",Remote,Priyanka Samak,No,Yes,N/A,CWE-352
Medium,Reliable Datagram Sockets (RDS) rds_atomic_free_op NULL pointer dereference Privilege Esca,https://cxsecurity.com/issue/WLB-2020010203,"CVE, CWE, Mohamed",Remote,Mohamed,No,Yes,CVE-2019-9213 | CVE-2018-5333,"CWE-476
Medium,Free Audio Video Pack 2.22.0.0 - Binary Planting,https://cxsecurity.com/issue/WLB-2020010202,Nir Yehoshua,Local,,Yes,No,N/A,N/A
Medium,soccerfield SQL injection,https://cxsecurity.com/issue/WLB-2020010201,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Low,YTD Video Downloader 5.9.13.7 - Denial of Service,https://cxsecurity.com/issue/WLB-2020010200,Nir Yehoshua,Local,,Yes,No,N/A,N/A
High,SunOS 5.10 Generic_147148-26 Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2020010199,"CVE, CWE, Marco Ivaldi",Local,Marco Ivaldi,Yes,No,CVE-2020-2696,CWE-264
Low,TP-Link TP-SG105E 1.0.0 Unauthenticated Remote Reboot,https://cxsecurity.com/issue/WLB-2020010198,PCEumel,Remote,PCEumel,No,Yes,N/A,N/A
Low,Sysax Multi Server 5.50 Denial of Service,https://cxsecurity.com/issue/WLB-2020010197,Shailesh Kumavat,Local,Shailesh Kumavat,Yes,No,N/A,N/A
Low,OLK Web Store 2020 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2020010196,"CWE, Joel Aviad Ossi",Remote,Joel Aviad Ossi,No,Yes,N/A,CWE-352
Medium,Webtareas 2.0 SQL Injection,https://cxsecurity.com/issue/WLB-2020010195,"CWE, Greg Priest",Remote,Greg Priest,No,Yes,N/A,CWE-89
Medium,Chrome crash by regex run,https://cxsecurity.com/issue/WLB-2020010194,mahdyfof,Remote,,Yes,Yes,N/A,N/A
Medium,Realtek SDK Information Disclosure / Code Execution,https://cxsecurity.com/issue/WLB-2020010193,"CVE, CWE, Blazej Adamczyk",Remote,,No,Yes,CVE-2019-19822 | CVE-2019-19823 | CVE-2019-19824 | CVE-2019-19825,CWE-804
Medium,Genexis Platinum-4410 2.1 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020010192,"CVE, Husinul Sanub",Remote,Husinul Sanub,No,Yes,CVE-2020-6170,CWE-287
High,D-Link DIR-859 Unauthenticated Remote Command Execution,https://cxsecurity.com/issue/WLB-2020010191,"CWE, Miguel Mendez Z",Remote,Miguel Mendez Z,No,Yes,N/A,CWE-78
Medium,baqai SQL injection,https://cxsecurity.com/issue/WLB-2020010190,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Medium,JamJam Informationssysteme Böblingen Voegele-Reisen XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010189,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Powered by stileinverso SQL injection,https://cxsecurity.com/issue/WLB-2020010188,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Medium,vark.ir - Multiple Vulnerability,https://cxsecurity.com/issue/WLB-2020010187,amin,Remote,,No,Yes,N/A,N/A
Medium,Devloped by MONIKA ARYA SQLi,https://cxsecurity.com/issue/WLB-2020010186,N0One,Remote,,No,Yes,N/A,N/A
Medium,Neowise CarbonFTP v1.4 - Insecure Proprietary Password Encryption *youtube,https://cxsecurity.com/issue/WLB-2020010155,"CVE, hyp3rlinx",Local,,Yes,No,CVE-2020-6857,CWE-798
Medium,Pachev FTP Server 1.0 Path Traversal,https://cxsecurity.com/issue/WLB-2020010185,"CWE, 1F98D",Remote,1F98D,No,Yes,N/A,CWE-22
High,qdPM 9.1 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010184,"CVE, Rishal Dwivedi",Remote,Rishal Dwivedi,No,Yes,CVE-2020-7246,CWE-22
Medium,BOOTP Turbo 2.0 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010183,boku,Local,boku,Yes,No,N/A,N/A
Medium,Reliable Datagram Sockets (RDS) rds_atomic_free_op Privilege Escalation,https://cxsecurity.com/issue/WLB-2020010182,"CVE, CWE, Brendan Coles",Remote,Brendan Coles,No,Yes,CVE-2019-9213 | CVE-2018-5333,CWE-264
Low,KeePass 2.44 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010181,Mustafa Emre Gul,Local,Mustafa Emre Gul,Yes,No,N/A,N/A
Medium,Stempel-Bestellen OnlineShop Deutschland SQL Injection,https://cxsecurity.com/issue/WLB-2020010180,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Designed & Developed By : Dynamic Experts Solution SQL injection,https://cxsecurity.com/issue/WLB-2020010179,Bl4ck M4n,Remote,,No,Yes,N/A,N/A
Medium,Kuenstlernachlaesse-Mannheim XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010178,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Shopsystem WebanOS SQL Injection,https://cxsecurity.com/issue/WLB-2020010177,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,NitroPowered WebGallery SQL Injection,https://cxsecurity.com/issue/WLB-2020010176,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Guangzhou China Enonomic Bidding Co Ltd XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010175,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Spvgg Oedheim SportVerein SQL Injection,https://cxsecurity.com/issue/WLB-2020010174,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Plantronics Hub 3.13.2 SpokesUpdateService Privilege Escalation (Metasploit),https://cxsecurity.com/issue/WLB-2020010173,"CWE, Markus Krell",Local,Markus Krell,Yes,No,N/A,CWE-264
Medium,ECTouch ECShop v2.7.3 SQL Injection,https://cxsecurity.com/issue/WLB-2020010171,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,WordPress WP Fanzone 3.1 SQL Injection,https://cxsecurity.com/issue/WLB-2020010170,"CWE, KingSkrupellos",Remote,KingSkrupellos,No,Yes,N/A,CWE-89
Medium,Balikesir Üniversitesi SQL İnjection,https://cxsecurity.com/issue/WLB-2020010169,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-89
Low,Park Ticketing Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010168,"CWE, Priyanka Samak",Remote,Priyanka Samak,No,Yes,N/A,CWE-79
Low,Revive Adserver 5.0.3 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010167,"CWE, Matteo Beccati",Remote,Matteo Beccati,No,Yes,N/A,CWE-79
Medium,Sistem Informasi Akademik SQL Injection,https://cxsecurity.com/issue/WLB-2020010166,s3nt1n3L,Remote,,No,Yes,N/A,N/A
High,Microsoft Windows 10 (19H1 1901 x64) ws2ifsl.sys Use After Free Local Privilege Escalation (kASLR kCFG SMEP),https://cxsecurity.com/issue/WLB-2020010165,"CWE, Anonymous",Local,Anonymous,Yes,No,N/A,CWE-264
Medium,Hong Kong Government Public Libraries SQL Injection,https://cxsecurity.com/issue/WLB-2020010164,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Easy XML Editor 1.7.8 XML Injection,https://cxsecurity.com/issue/WLB-2020010163,Javier Olmedo,Local,Javier Olmedo,Yes,No,N/A,N/A
Medium,EuroTur Travel Agency Argentina XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010162,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Jakob Carlsen Tilde XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010161,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Low,Advie Framework 2.0.8 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010160,"CWE, Sarthak Saini",Remote,Sarthak Saini,No,Yes,N/A,CWE-79
Medium,Built with WordPress and WP FanZone Themes 3.1 SQL Injection,https://cxsecurity.com/issue/WLB-2020010159,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Low,Dokuz Eylül Üniversitesi Bilgisayar Bölümü reflected xss,https://cxsecurity.com/issue/WLB-2020010158,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-79
Medium,DiscoWorld Electronics Store Denmark SQL Injection,https://cxsecurity.com/issue/WLB-2020010157,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Fjerne Naboer Administreres Af Spor Media XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010156,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Low,Roundcube v 1.4.2 xss,https://cxsecurity.com/issue/WLB-2020010153,Muslum Dag / mithril,Remote,,No,Yes,N/A,N/A
Medium,Trend Micro Security 2019 Security Bypass Protected Service Tampering,https://cxsecurity.com/issue/WLB-2020010152,"CVE, hyp3rlinx",Remote,hyp3rlinx,No,Yes,CVE-2019-19697,CWE-269
High,Common Desktop Environment 2.3.1 Buffer Overflow,https://cxsecurity.com/issue/WLB-2020010151,"CVE, CWE, Marco Ivaldi",Local,Marco Ivaldi,Yes,No,CVE-2020-2696,CWE-119
Low,WordPress Time Capsule 1.21.16 Authentication Bypass,https://cxsecurity.com/issue/WLB-2020010150,B. Canavate,Remote,B. Canavate,No,Yes,N/A,N/A
High,Centreon 19.04 Authenticated Remote Code Execution (Metasploit),https://cxsecurity.com/issue/WLB-2020010149,enjsloezz,Remote,enjsloezz,No,Yes,N/A,N/A
Medium,İstanbul Technical University Ottoman Architecture Texts Archives SQL Injection,https://cxsecurity.com/issue/WLB-2020010148,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Powered by myIT-School Education System HongKong XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010147,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Low,izmir ekonomi üniversitesi XSS,https://cxsecurity.com/issue/WLB-2020010146,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-79
Low,Digi AnywhereUSB 14 Reflective Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2020010145,"CVE, Raspina Net Pars Group",Remote,Raspina Net Pars Group,No,Yes,CVE-2019-18859,CWE-79
Low,Solaris xlock Information Disclosure,https://cxsecurity.com/issue/WLB-2020010144,"CVE, Marco Ivaldi",Local,Marco Ivaldi,Yes,No,CVE-2020-2656,NVD-CWE-noinfo
High,"NewsOne CMS – News, Magazine & Blog Script v1.1.0 Arbitrary File Upload",https://cxsecurity.com/issue/WLB-2020010143,"CWE, m0ze",Remote,,No,Yes,N/A,CWE-434
Medium,Cankırı Belediyesi SQL İnjection,https://cxsecurity.com/issue/WLB-2020010118,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-89
Low,Barco WePresent file_transfer.cgi Command Injection,https://cxsecurity.com/issue/WLB-2020010117,"CWE, Jacob Baines",Remote,Jacob Baines,No,Yes,N/A,CWE-78
Medium,Top Password Firefox Password Recovery 2.8 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010116,Antonio De la Piedra,Local,Antonio De la Piedra,Yes,No,N/A,N/A
Medium,ThePortalSystem Admin Login Bypass,https://cxsecurity.com/issue/WLB-2020010115,0N3R1D3R,Remote,,No,Yes,N/A,N/A
Low,SpotOutlook 1.2.6 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010114,Ismail Tasdelen,Local,Ismail Tasdelen,Yes,No,N/A,N/A
Low,TaskCanvas 1.4.0 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010113,Ismail Tasdelen,Local,Ismail Tasdelen,Yes,No,N/A,N/A
Low,Digi AnywhereUSB 14 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2020010112,"CVE, CWE, Raspina Net Pars Group",Remote,Raspina Net Pars Group,No,Yes,CVE-2019-18859,CWE-79
High,Car Rental Project 1.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010111,"CVE, FULLSHADE",Remote,FULLSHADE,No,Yes,CVE-2020-5509,CWE-434
High,Chevereto 3.13.4 Core Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010110,Jinny Ramsmark,Remote,Jinny Ramsmark,No,Yes,N/A,N/A
Low,Allok RM RMVB To AVI MPEG DVD Converter 3.6.1217 Stack Overflow,https://cxsecurity.com/issue/WLB-2020010109,"CWE, Antonio De la Piedra",Local,Antonio De la Piedra,Yes,No,N/A,CWE-119
Medium,Allok Video Converter 4.6.1217 Stack Overflow,https://cxsecurity.com/issue/WLB-2020010108,"CWE, Antonio De la Piedra",Remote,Antonio De la Piedra,No,Yes,N/A,CWE-119
High,Freelancy 1.0.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010107,"CVE, Ismail Tasdelen",Remote,Ismail Tasdelen,No,Yes,CVE-2020-5505,CWE-74
Low,Advanced System Repair Pro 1.9.1.7 Insecure File Permissions,https://cxsecurity.com/issue/WLB-2020010106,ZwX,Local,ZwX,Yes,No,N/A,N/A
Medium,SpotDialup 1.6.7 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010105,Ismail Tasdelen,Local,Ismail Tasdelen,Yes,No,N/A,N/A
Medium,Top Password Software Dialup Password Recovery 1.30 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010104,Antonio De la Piedra,Local,Antonio De la Piedra,Yes,No,N/A,N/A
Medium,Real Estate 7 WordPress v2.9.4 Multiple Vulnerabilities,https://cxsecurity.com/issue/WLB-2020010103,"CWE, m0ze",Remote,,No,Yes,N/A,"CWE-79
Low,ListingPro - WordPress Directory Theme v2.5.3 Reflected XSS,https://cxsecurity.com/issue/WLB-2020010102,"CVE, m0ze",Remote,,No,Yes,CWE-79,N/A
High,Microsoft Windows 10 build 1809 Local Privilege Escalation (UAC Bypass),https://cxsecurity.com/issue/WLB-2020010101,"CWE, Nassim Asrir",Local,Nassim Asrir,Yes,No,N/A,CWE-264
Medium,Batflat CMS - Default U/P Admin,https://cxsecurity.com/issue/WLB-2020010100,Raiz3N,Remote,,No,Yes,N/A,N/A
Medium,ogretmenlerodasi Reflected XSS + SQL injection,https://cxsecurity.com/issue/WLB-2020010099,"CWE, Anonymous7480",Remote,,No,Yes,N/A,79
Medium,Android ashmem Read-Only Bypasses,https://cxsecurity.com/issue/WLB-2020010098,"CVE, Jann Horn",Local,Jann Horn,Yes,No,CVE-2020-0009,CWE-276
Medium,MD-WEBMARKETING - SQL Injection vulnerability,https://cxsecurity.com/issue/WLB-2020010097,"CWE, Unkn0wn",Remote,,No,Yes,N/A,CWE-89
Medium,Bogazici University CRLF injection/HTTP response splitting,https://cxsecurity.com/issue/WLB-2020010096,Anonymous7480,Remote,,No,Yes,N/A,N/A
Medium,Bilkent University Communications Theory and Applications Research SQL Injection,https://cxsecurity.com/issue/WLB-2020010095,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-89
High,Pandora 7.0NG Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010094,"CVE, Askar",Remote,Askar,No,Yes,CVE-2019-20224,CWE-78
High,Citrix Application Delivery Controller and Citrix Gateway Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010093,"CVE, Scott",Remote,Scott,No,Yes,CVE-2019-19781,CWE-22
Low,Conception e-partenaire XSS Vulnerability,https://cxsecurity.com/issue/WLB-2020010092,indoushka,Remote,,No,Yes,N/A,N/A
High,ASTPP 4.0.1 Database Disclosure,https://cxsecurity.com/issue/WLB-2020010091,Fabien Aunay,Remote,Fabien Aunay,No,Yes,N/A,N/A
Low,Houzez - Real Estate WordPress Theme v1.8.3.1 Reflected XSS,https://cxsecurity.com/issue/WLB-2020010090,"CWE, m0ze",Remote,,No,Yes,N/A,CWE-79
Low,Design by CREATIVESWEB XSS,https://cxsecurity.com/issue/WLB-2020010089,N0One,Remote,,No,Yes,N/A,N/A
Low,Bogazici University CRLF injection/HTTP response splitting,https://cxsecurity.com/issue/WLB-2020010088,Anonymous7480,Remote,,No,Yes,N/A,N/A
High,PixelStor 5000 K:4.0.1580-20150629 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010087,"CVE, UND3R",Remote,UND3R,No,Yes,CVE-2020-6756,CWE-20
Medium,Hostel Management System 2.0 id SQL Injection,https://cxsecurity.com/issue/WLB-2020010086,"CWE, FULLSHADE",Remote,FULLSHADE,No,Yes,N/A,CWE-89
Medium,TotalAV 2020 4.14.31 Privilege Escalation,https://cxsecurity.com/issue/WLB-2020010085,"CWE, Kusol Watchara-Apanuko...",Local,Kusol Watchara-Apanukorn,Yes,No,N/A,CWE-264
Low,Codoforum 4.8.3 input_txt Persistent Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2020010084,Vyshnav Vizz,Remote,Vyshnav Vizz,No,Yes,N/A,N/A
Low,Travel Booking WordPress Theme v2.7.8.5 Persistent XSS,https://cxsecurity.com/issue/WLB-2020010083,"CWE, m0ze",Remote,,No,Yes,N/A,CWE-79
High,EBBISLAND EBBSHAVE 6100-09-04-1441 Remote Buffer Overflow,https://cxsecurity.com/issue/WLB-2020010082,"CVE, CWE, Harrison Neal",Remote,Harrison Neal,No,Yes,CVE-2017-3623,CWE-119
Medium,ZIP Password Recovery 2.30 Denial Of Service,https://cxsecurity.com/issue/WLB-2020010081,ZwX,Local,ZwX,Yes,No,N/A,N/A
Medium,Campus De La Rivera Argentina SQL Injection,https://cxsecurity.com/issue/WLB-2020010080,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Vieux Montreal Quebec SQL Injection,https://cxsecurity.com/issue/WLB-2020010079,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Facultad de Ciencias Jurídicas y Sociales Universidad Nacional del Litoral UNL Argentina SQL Injection,https://cxsecurity.com/issue/WLB-2020010078,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,La Universidad Nacional Tecnológica de Lima Sur Untels Peru XSS SQL Injection,https://cxsecurity.com/issue/WLB-2020010077,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Mariano Moreno Instituto Superior Córdoba SQL Injection,https://cxsecurity.com/issue/WLB-2020010076,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
Medium,Centro Universitario de Idiomas Cui Argentina SQL Injection,https://cxsecurity.com/issue/WLB-2020010075,"CWE, KingSkrupellos",Remote,,No,Yes,N/A,CWE-89
High,Bosch IP Helper 1.00.0008 - Local Code Execution via DLL hijacking,https://cxsecurity.com/issue/WLB-2020010074,Nir Yehoshua,Local,,Yes,No,N/A,N/A
High,Oracle Weblogic 10.3.6.0.0 Remote Command Execution,https://cxsecurity.com/issue/WLB-2020010073,"CVE, CWE, Paveway3",Remote,Paveway3,No,Yes,CVE-2019-2729,CWE-78
Medium,afyon kocatepe üniversitesi SQL injection,https://cxsecurity.com/issue/WLB-2020010072,"CWE, Anonymous7480",Remote,,No,Yes,N/A,CWE-89
High,Sony Playstation 4 (PS4) < 6.72 WebKit Code Execution (PoC),https://cxsecurity.com/issue/WLB-2020010071,"CVE, TJ",Local,TJ,Yes,No,CVE-2018-4386,CWE-119
High,ASTPP VoIP 4.0.1 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010070,Fabien Aunay,Remote,Fabien Aunay,No,Yes,N/A,N/A
Medium,ShareAlarmPro Advanced Network Access Control Key Denial of Service (PoC),https://cxsecurity.com/issue/WLB-2020010069,Ismail Tasdelen,Remote,Ismail Tasdelen,No,Yes,N/A,N/A
High,Online Book Store 1.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010068,Tib3rius,Remote,Tib3rius,No,Yes,N/A,N/A
High,JetBrains TeamCity 2018.2.4 Remote Code Execution,https://cxsecurity.com/issue/WLB-2020010067,"CVE, Harrison Neal",Remote,Harrison Neal,No,Yes,CVE-2019-15039,CWE-20
Low,Quickjob job board php script 1.0.0 - Persistent Cross-Site Scripting,https://cxsecurity.com/issue/WLB-2020010066,Muslum Dag,Remote,,No,Yes,N/A,N/A
High,MSN Password Recovery 1.30 XML External Entity Injection,https://cxsecurity.com/issue/WLB-2020010065,ZwX,Remote,ZwX,No,Yes,N/A,N/A
