common_name,aliases,country,actor_url,description,associated_families
Kimsuky,"aka: Velvet Chollima, Black Banshee, Thallium, Operation Stolen Pencil, G0086, APT43, Emerald Sleet, THALLIUM, Springtail, Sparkling Pisces",kp,https://malpedia.caad.fkie.fraunhofer.de/actor/kimsuky,"This threat actor targets South Korean think tanks, industry, nuclear power operators, and the Ministry of Unification for espionage purposes.","apk.fastfire, apk.fastspy, elf.gomir, ps1.unidentified_004, vbs.randomquery, win.alphaseed, win.nikihttp, win.grease, win.mechanical, win.navrat, win.troll_stealer, win.yorekey, ps1.flowerpower, win.appleseed, win.babyshark, win.kimsuky, ps1.randomquery"
Operation C-Major,"aka: C-Major, Transparent Tribe, Mythic Leopard, ProjectM, APT36, APT 36, TMP.Lapis, Green Havildar, COPPER FIELDSTONE, Earth Karkaddan, Storm-0156",pk,https://malpedia.caad.fkie.fraunhofer.de/actor/operation_c-major,"Group targeting Indian Army or related assets in India, as well as activists and civil society in Pakistan. Attribution to a Pakistani connection has been made by TrendMicro and others.","apk.capra_rat, apk.stealthmango, win.beendoor, win.bezigate, win.bozok, win.limepad, win.luminosity_rat, win.unidentified_066, win.breach_rat, win.darkcomet, win.peppy_rat, win.eliza_rat, win.crimson, win.andromeda, win.njrat, elf.sindoor"
FIN11,"aka: TEMP.Warlock, UNC902, Lace Tempest, DEV-0950, TA505",,https://malpedia.caad.fkie.fraunhofer.de/actor/fin11,"FIN11 is a well-established financial crime group that has recently focused its operations on ransomware and extortion. The group has been active since 2017 and has been tracked under UNC902 and later on as TEMP.Warlok. In some ways, FIN11 is reminiscent of APT1; they are notable not for their sophistication, but for their sheer volume of activity.(FireEye) Mandiant has also responded to numerous FIN11 intrusions, but we’ve only observed the group successfully monetize access in few instances. This could suggest that the actors cast a wide net during their phishing operations, then choose which victims to further exploit based on characteristics such as sector, geolocation or perceived security posture. Recently, FIN11 has deployed CLOP ransomware and threatened to publish exfiltrated data to pressure victims into paying ransom demands. The group’s shifting monetization methods—from point-of-sale (POS) malware in 2018, to ransomware in 2019, and hybrid extortion in 2020—is part of a larger trend in which criminal actors have increasingly focused on post-compromise ransomware deployment and data theft extortion. Notably, FIN11 includes a subset of the activity security researchers call TA505, Graceful Spider, Gold Evergreen, but we do not attribute TA505’s early operations to FIN11 and caution against using the names interchangeably. Attribution of both historic TA505 activity and more recent FIN11 activity is complicated by the actors’ use of criminal service providers. Like most financially motivated actors, FIN11 doesn’t operate in a vacuum. We believe that the group has used services that provide anonymous domain registration, bulletproof hosting, code signing certificates, and private or semi-private malware. Outsourcing work to these criminal service providers likely enables FIN11 to increase the scale and sophistication of their operations.","win.mirrorblast, win.servhelper, win.andromut, win.clop, win.flawedammyy, win.flawedgrace, win.get2, win.sdbbot, win.silence, win.teleport, win.tinymet, win.locky, win.rms, win.trickbot, win.dridex"
IRIDIUM,"aka: Seashell Blizzard, Sandworm",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/iridium,"Resecurity’s research indicates that the attack on Parliament is a part of a multi-year cyberespionage campaign orchestrated by a nation-state actor whom we are calling IRIDIUM. This actor targets sensitive government, diplomatic, and military resources in the countries comprising the Five Eyes intelligence alliance (which includes Australia, Canada, New Zealand, the United Kingdom and the United States)","win.arguepatch, win.roar_bat, win.swiftslicer, win.teledoor, win.blackenergy, win.caddywiper, win.eternal_petya, win.kapeka, win.telebot, win.killdisk, asp.localolive, ps1.kalambur, win.backorder, win.industroyer2, win.rhadamanthys"
TA505,"aka: SectorJ04, SectorJ04 Group, GRACEFUL SPIDER, GOLD TAHOE, Dudear, G0092, ATK103, Hive0065, CHIMBORAZO, Spandex Tempest, Lace Tempest, DEV-0950, FIN11",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/ta505,"TA505, the name given by Proofpoint, has been in the cybercrime business for at least four years. This is the group behind the infamous Dridex banking trojan and Locky ransomware, delivered through malicious email campaigns via Necurs botnet. Other malware associated with TA505 include Philadelphia and GlobeImposter ransomware families.","win.mirrorblast, win.servhelper, win.andromut, win.clop, win.flawedammyy, win.flawedgrace, win.get2, win.sdbbot, win.silence, win.teleport, win.tinymet, win.locky, win.rms, win.trickbot, win.dridex"
APT15,"aka: VIXEN PANDA, Ke3Chang, Playful Dragon, Metushy, Lurid, Social Network Team, Royal APT, BRONZE PALACE, BRONZE DAVENPORT, BRONZE IDLEWOOD, NICKEL, G0004, Red Vulture, Nylon Typhoon, Mirage",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/apt15,This threat actor uses phishing techniques to compromise the networks of foreign ministries of European countries for espionage purposes.,"win.exchange_tool, win.okrum, win.bs2005, win.graphican, win.ketrican, win.ketrum, win.mirage, win.miragefox, win.royal_dns, win.royalcli, win.tidepool, apk.badbazaar, win.plugx"
APT33,"aka: APT 33, Elfin, MAGNALLIUM, Refined Kitten, HOLMIUM, COBALT TRINITY, G0064, ATK35, Peach Sandstorm, TA451",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/apt33,Our analysis reveals that APT33 is a capable group that has carried out cyber espionage operations since at least 2013. We assess APT33 works at the behest of the Iranian government.,"ps1.powerton, win.filerase, win.powerband, win.pupy, win.dropshot, win.shapeshift, win.turnedup, win.netwire, win.poshc2, win.darkcomet, win.nanocore, win.quasar_rat, win.remcos"
Equation Group,"aka: Tilded Team, EQGRP, G0020",us,https://malpedia.caad.fkie.fraunhofer.de/actor/equation_group,"The Equation Group is a highly sophisticated threat actor described by its discoverers at Kaspersky Labs as one of the most sophisticated cyber attack groups in the world, operating alongside but always from a position of superiority with the creators of Stuxnet and Flame","elf.bvp47, elf.doublefantasy, win.mistyveal, win.peddlecheap, win.darkpulsar, win.doublefantasy, win.doublepulsar, win.equationdrug, win.fancyfilter, win.fanny, win.grok, win.oddjob, win.tildeb"
APT35,"aka: Newscaster Team, Magic Hound, G0059, Phosphorus, Mint Sandstorm, TunnelVision, COBALT MIRAGE, Agent Serpens, Charming Kitten",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/apt35,"FireEye has identified APT35 operations dating back to 2014. APT35, also known as the Newscaster Team, is a threat group sponsored by the Iranian government that conducts long term, resource-intensive operations to collect strategic intelligence. APT35 typically targets U.S. and the Middle Eastern military, diplomatic and government personnel, organizations in the media, energy and defense industrial base (DIB), and engineering, business services and telecommunications sectors.","apk.little_looter, win.downpaper, win.drokbk, win.stonedrill, win.syskit, win.telegram_grabber, win.pupy, win.chairsmack, win.disttrack, win.leash, win.mediapi, win.mpkbot"
BlackTech,"aka: CIRCUIT PANDA, Temp.Overboard, HUAPI, Palmerworm, G0098, T-APT-03, Manga Taurus, Red Djinn, Earth Hundun, Canary Typhoon",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/blacktech,"BlackTech is a cyber espionage group operating against targets in East Asia, particularly Taiwan, and occasionally, Japan and Hong Kong. Based on the mutexes and domain names of some of their C&C servers, BlackTech’s campaigns are likely designed to steal their target’s technology.Following their activities and evolving tactics and techniques helped us uncover the proverbial red string of fate that connected three seemingly disparate campaigns: PLEAD, Shrouded Crossbow, and of late, Waterbear.PLEAD is an information theft campaign with a penchant for confidential documents. Active since 2012, it has so far targeted Taiwanese government agencies and private organizations. PLEAD’s toolset includes the self-named PLEAD backdoor and the DRIGO exfiltration tool. PLEAD uses spear-phishing emails to deliver and install their backdoor, either as an attachment or through links to cloud storage services. Some of the cloud storage accounts used to deliver PLEAD are also used as drop off points for exfiltrated documents stolen by DRIGO.PLEAD actors use a router scanner tool to scan for vulnerable routers, after which the attackers will enable the router’s VPN feature then register a machine as virtual server. This virtual server will be used either as a C&C server or an HTTP server that delivers PLEAD malware to their targets.","elf.bifrost, elf.hipid, elf.plead, elf.tscookie, win.bifrose, win.bluether, win.waterbear, win.flagpro, win.icondown, win.plead, win.selfmake, win.spider_rat"
APT27,"aka: GreedyTaotie, TG-3390, EMISSARY PANDA, TEMP.Hippo, Red Phoenix, Budworm, Group 35, ZipToken, Iron Tiger, BRONZE UNION, Lucky Mouse, G0027, Iron Taurus, Earth Smilodon, Circle Typhoon, Linen Typhoon",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/apt27,"A China-based actor that targets foreign embassies to collect data on government, defence, and technology sectors.","win.httpbrowser, win.hyperbro, win.polpo, win.unidentified_080, win.chinachopper, win.zxshell, elf.hyperssl, win.hyperssl, asp.twoface, win.plugx, win.ghost_rat"
Molerats,"aka: Gaza Hackers Team, Gaza cybergang, Gaza Cybergang, Operation Molerats, Extreme Jackal, Moonlight, ALUMINUM SARATOGA, G0021, BLACKSTEM",ps,https://malpedia.caad.fkie.fraunhofer.de/actor/molerats,"In October 2012, malware attacks against Israeli government targets grabbed media attention as officials temporarily cut off Internet access for its entire police force and banned the use of USB memory sticks. Security researchers subsequently linked these attacks to a broader, yearlong campaign that targeted not just Israelis but Palestinians as well. and as discovered later, even the U.S. and UK governments. Further research revealed a connection between these attacks and members of the so-called “Gaza Hackers Team.” We refer to this campaign as “Molerats.”","apk.badpatch, win.brittle_bush, win.dropbook, win.extreme_rat, win.molenet, win.nimblemamba, win.sharpstage, win.spark, win.pierogi, win.molerat_loader, win.poison_ivy"
MuddyWater,"aka: TEMP.Zagros, Static Kitten, Seedworm, MERCURY, COBALT ULSTER, G0069, ATK51, Boggy Serpens, Mango Sandstorm, TA450, Earth Vetala",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/muddywater,"The MuddyWater attacks are primarily against Middle Eastern nations. However, we have also observed attacks against surrounding nations and beyond, including targets in India and the USA. MuddyWater attacks are characterized by the use of a slowly evolving PowerShell-based first stage backdoor we call “POWERSTATS”. Despite broad scrutiny and reports on MuddyWater attacks, the activity continues with only incremental changes to the tools and techniques.","apk.mudwater, ps1.phonyc2, ps1.powerstats, ps1.powgoop, vbs.starwhale, vbs.unidentified_004, win.covicli, win.gramdoor, win.muddyc2go, win.sharpstats, win.moriagent"
AridViper,"aka: Desert Falcon, Arid Viper, APT-C-23, Bearded Barbie, Two-tailed Scorpion",ps,https://malpedia.caad.fkie.fraunhofer.de/actor/aridviper,"AridViper is a state-sponsored APT primarily targeting military personnel, journalists, and dissidents in the Middle East, with a focus on Israel and Palestine. The group employs custom-developed mobile malware, including variants like AridSpy, GnatSpy, and Micropsia, often delivered through spear-phishing emails and deceptive applications. Their operations involve sophisticated social engineering tactics, including the use of fake social media profiles and weaponized apps masquerading as legitimate services. AridViper's activities are characterized by a blend of technical sophistication and psychological manipulation, aiming to exfiltrate sensitive data from compromised systems.","apk.glancelove, apk.gnatspy, apk.spyc23, apk.unidentified_004, ios.phenakite, win.aridgopher, win.aridhelper, win.barbie, win.barbwire, win.micropsia"
Charming Kitten,"aka: Newscaster, Parastoo, iKittens, Group 83, NewsBeef, G0058, CharmingCypress, Mint Sandstorm, PHOSPHORUS, APT35",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/charming_kitten,"Charming Kitten (aka Parastoo, aka Newscaster) is an group with a suspected nexus to Iran that targets organizations involved in government, defense technology, military, and diplomacy sectors.","win.unidentified_073, apk.little_looter, win.downpaper, win.drokbk, win.stonedrill, win.syskit, win.telegram_grabber, win.pupy, win.chairsmack, win.mediapi"
FIN7,"aka: CARBON SPIDER, GOLD NIAGARA, Calcium, ATK32, G0046, G0008, Coreid, Carbanak, Sangria Tempest, ELBRUS, Carbon Spider, JokerStash",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/fin7,Groups targeting financial organizations or people with significant financial assets.,"js.griffon, ps1.powerplant, win.gotroj, win.boatlaunch, win.rekoobew, py.anubisbackdoor, ps1.powertrash, ps1.powernet, win.carbanak, win.cobalt_strike"
Gamaredon Group,"aka: ACTINIUM, DEV-0157, Blue Otso, BlueAlpha, G0047, IRON TILDEN, PRIMITIVE BEAR, Shuckworm, Trident Ursa, UAC-0010, Winterflounder, Aqua Blizzard, Actinium, UNC530, Gamaredon",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/gamaredon_group,"Unit 42 threat researchers have recently observed a threat group distributing new, custom developed malware. We have labelled this threat group the Gamaredon Group and our research shows that the Gamaredon Group has been active since at least 2013.  In the past, the Gamaredon Group has relied heavily on off-the-shelf tools. Our new research shows the Gamaredon Group have made a shift to custom-developed malware. We believe this shift indicates the Gamaredon Group have improved their technical capabilities.","vbs.litterdrifter, vbs.unidentified_003, vbs.unidentified_006, win.dilongtrash, win.dinotrain, apk.plain_gnome, apk.bone_spy, elf.evilgnome, win.quietsieve, win.pteranodon"
Vanilla Tempest,"aka: DEV-0832, Vice Society",,https://malpedia.caad.fkie.fraunhofer.de/actor/vanilla_tempest,"Vice Society is a ransomware group that has been active since at least June 2021. They primarily target the education and healthcare sectors, but have also been observed targeting the manufacturing industry. The group has used multiple ransomware families and has been known to utilize PowerShell scripts for their attacks. There are similarities between Vice Society and the Rhysida ransomware group, suggesting a potential connection or rebranding.","win.zeppelin, win.portstarter, elf.inc, elf.rhysida, win.mount_locker, win.systembc, elf.blackcat, win.blackcat, win.supper, win.rhysida"
WageMole,"aka: Famous Chollima, UNC5267, Wagemole, Nickel Tapestry, Storm-1877, Void Dokkaebi",kp,https://malpedia.caad.fkie.fraunhofer.de/actor/wagemole,"WageMole is a North Korean state-sponsored APT that employs social engineering and technology to secure remote job opportunities in Western countries, leveraging stolen personal data from the Contagious Interview campaign. Threat actors create fake identities, including passports and driver's licenses, and prepare study guides for interviews, often utilizing generative AI for well-structured responses. They target small to mid-sized businesses and utilize job platforms like Upwork and Indeed, while employing automation scripts for account creation. WageMole's activities include sharing code within their group and requesting payments through platforms like PayPal to conceal their identity.","osx.friendlyferret, osx.flexibleferret, osx.frostyferret, win.beavertail, js.otter_cookie, osx.golangghost, win.golangghost, py.invisibleferret, js.beavertail, py.pylangghost"
APT31,"aka: ZIRCONIUM, JUDGMENT PANDA, BRONZE VINEWOOD, Red keres, Violet Typhoon, TA412, Zirconium",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/apt31,"FireEye characterizes APT31 as an actor specialized on intellectual property theft, focusing on data and projects that make a particular organization competetive in its field. Based on available data (April 2016), FireEye assesses that APT31 conducts network operations at the behest of the Chinese Government. Also according to Crowdstrike, this adversary is suspected of continuing to target upstream providers (e.g., law firms and managed service providers) to support additional intrusions against high-profile assets. In 2018, CrowdStrike observed this adversary using spear-phishing, URL “web bugs” and scheduled tasks to automate credential harvesting.","elf.sowat, elf.unidentified_004, win.sihost, win.9002, win.stealer_0x3401, win.trochilus_rat, win.yarat, win.rawdoor, win.plugx"
DarkHotel,"aka: DUBNIUM, Fallout Team, Karba, Luder, Nemim, Nemin, Tapaoux, Pioneer, Shadow Crane, APT-C-06, SIG25, TUNGSTEN BRIDGE, T-APT-02, G0012, ATK52, Zigzag Hail, Dark Hotel",kr,https://malpedia.caad.fkie.fraunhofer.de/actor/darkhotel,"Kaspersky described DarkHotel in a 2014 report as: '... DarkHotel drives its campaigns by spear-phishing targets with highly advanced Flash zero-day exploits that effectively evade the latest Windows and Adobe defenses, and yet they also imprecisely spread among large numbers of vague targets with peer-to-peer spreading tactics. Moreover, this crews most unusual characteristic is that for several years the Darkhotel APT has maintained a capability to use hotel networks to follow and hit selected targets as they travel around the world.'","ps1.rmot, win.dubnium_darkhotel, win.thinmon, win.asruex, win.jaku, win.nemim, win.ramsay, win.retro, win.tapaoux"
Earth Lusca,"aka: CHROMIUM, ControlX, TAG-22, FISHMONGER, BRONZE UNIVERSITY, AQUATIC PANDA, Red Dev 10, RedHotel, Charcoal Typhoon, BountyGlad, Red Scylla",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/earth_lusca,"Earth Lusca is a threat actor from China that targets organizations of interest to the Chinese government, including academic institutions, telecommunication companies, religious organizations, and other civil society groups. Earth Lusca's tools closely resemble those used by Winnti Umbrella, but the group appears to operate separately from Winnti. Earth Lusca has also been observed targeting cryptocurrency payment platforms and cryptocurrency exchanges in what are likely financially motivated attacks.","elf.spry_socks, win.funnyswitch, elf.ktlv_door, win.ktlv_door, win.dizzyvoid, win.fishmaster, win.shadowpad, win.njrat, win.cobalt_strike"
GALLIUM,"aka: Red Dev 4, Alloy Taurus, Granite Typhoon, PHANTOM PANDA, Operation Soft Cell",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/gallium,"GALLIUM, is a threat actor believed to be targeting telecommunication providers over the world, mostly South-East Asia, Europe and Africa. To compromise targeted networks, GALLIUM target unpatched internet-facing services using publicly available exploits and have been known to target vulnerabilities in WildFly/JBoss.","elf.pingpull, elf.sword2033, win.reshell, win.mim221, win.trochilus_rat, win.chinachopper, win.poison_ivy, win.htran, win.mimikatz"
HAZY TIGER,"aka: Bitter, T-APT-17, APT-C-08, Orange Yali, TA397",in,https://malpedia.caad.fkie.fraunhofer.de/actor/hazy_tiger,"The Bitter threat group initially started using RAT tools in their campaigns, as the first Bitter versions, for Android released in 2014 were based on the AndroRAT framework. Over time, they switched to a custom version that has been known as BitterRAT ever since.","apk.dracarys, win.almond_rat, win.almondrat, win.kiwistealer, win.kugelblitz, win.wm_rat, win.bdark_rat, win.miya_rat, win.zxxz"
Operation Soft Cell,aka: GALLIUM,,https://malpedia.caad.fkie.fraunhofer.de/actor/operation_soft_cell,"In 2018, the Cybereason Nocturnus team identified an advanced, persistent attack targeting global telecommunications providers carried out by a threat actor using tools and techniques commonly associated with Chinese-affiliated threat actors, such as APT10.  This multi-wave attacks focused on obtaining data of specific, high-value targets and resulted in a complete takeover of the network.","elf.pingpull, elf.sword2033, win.reshell, win.mim221, win.trochilus_rat, win.chinachopper, win.poison_ivy, win.htran, win.mimikatz"
APT3,"aka: GOTHIC PANDA, TG-0110, Group 6, UPS, Buckeye, Boyusec, BORON, BRONZE MAYFAIR, Red Sylvan, Brocade Typhoon",cn,https://malpedia.caad.fkie.fraunhofer.de/actor/apt3,"Symantec described UPS in  2016 report as: 'Buckeye (also known as APT3, Gothic Panda, UPS Team, and TG-0110) is a cyberespionage group that is believed to have been operating for well over half a decade. Traditionally, the group attacked organizations in the US as well as other targets. However, Buckeyes focus appears to have changed as of June 2015, when the group began compromising political entities in Hong Kong.'","win.xserver, win.doublepulsar, win.keylogger_apt3, win.pirpi, win.shareip, win.w32times, win.htran, win.plugx"
FIN6,"aka: SKELETON SPIDER, ITG08, MageCart Group 6, White Giant, GOLD FRANKLIN, ATK88, G0037, Camouflage Tempest, TA4557, Storm-0538, TAAL",,https://malpedia.caad.fkie.fraunhofer.de/actor/fin6,FIN is a group targeting financial assets including assets able to do financial transaction including PoS.,"win.grateful_pos, win.lockergoga, win.ryuk, win.terra_stealer, js.more_eggs, js.magecart, win.maze, win.cobalt_strike"
