Title,Description,Date Added,CVE Link,Exploit Platform,Exploit Type,Product Name
Mantis Manage_proj_page Remote Code Execution,This module exploits a Remote Code Execution vulnerability in Mantis version 1.1.3 caused by Mantis handling the sort parameter in manage_proj_page without the proper validation. This allows for remote code execution on Mantis' Web server.,"February 18, 2009",CVE-2008-4687,Linux,Exploits / Remote,Impact Professional
Moodle Tex Filter Remote Code Execution Exploit,"A Remote Code Execution (RCE) vulnerability has been found in filter/tex/texed.php. Due to the fact this file does not properly check the input parameters, it is possible to exploit this vulnerability in order to execute arbitrary commands on the target server. This module starts a web server on the CORE IMPACT Console to publish the agent, which is downloaded from the target. In order to exploit this vulnerability register_globals must be enabled (in PHP) and the TeX Notation filter in Moodle must be turned on.","February 18, 2009",NOCVE-9999-35969,Linux,Exploits / Remote,Impact Professional
Debian OpenSSL Predictable Random Number Generation Exploit Update 2,"This module exploits the random number generator in Debian's OpenSSL package being predictable. This vulnerability is used to generate SSH keys and to install an agent into the target host.The exploit will generate the complete vulnerable keyspace, and will try to log as the provided user. If the user is root, the agent will have superuser capabilities.This update improves exploit performance when used through Network Attack and Penetration RPT.","February 13, 2009",CVE-2008-0166,Linux,Exploits / Remote,Impact Professional
Mercury SMTPD CRAM-MD5 Pre-Auth Buffer Overflow Exploit Update,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of the Mercury Mail Transport System. The vulnerability is caused due to a boundary error within Mercury/32 SMTP Server Module (mercurys.dll) when processing arguments to the AUTH CRAM-MD5 command. This can be exploited to cause a stack-based buffer overflow via an overly long, specially-crafted argument passed to the affected command.This update adds support for DEP (Data Execution Prevention).","February 13, 2009",CVE-2007-4440,Windows,Exploits / Remote,Impact Professional
Oracle Secure Backup Command Injection Exploit,This module exploits a command injection error in the Oracle Secure Backup Administration server.,"February 13, 2009",CVE-2008-5449,"Windows, Linux",Exploits / Remote,Impact Professional
Zinf Audio Player PLS Buffer Overflow Exploit,The vulnerability is caused due to a boundary error within the handling of .PLS files. This can be exploited to cause a stack-based buffer overflow via a specially crafted .PLS file.,"February 13, 2009",CVE-2007-0707,Windows,Exploits / Client Side,Impact Professional
GOM Player ASX Playlist Buffer Overflow Exploit,The vulnerability is caused due to a boundary error within the handling of a .ASX file with a long URI in the ref href tag. This can be exploited to cause a stack-based buffer overflow via a specially crafted .ASX file.,"February 12, 2009",CVE-2007-0707,Windows,Exploits / Client Side,Impact Professional
FileCopa LIST Command Remote Buffer Overflow Exploit,"FileCopa FTP Server is prone to a buffer-overflow vulnerability when handling data through the LIST command, a large amount of data can trigger an overflow in a finite-sized internal memory buffer.","February 11, 2009",CVE-2006-3726,Windows,Exploits / Remote,Impact Professional
Microsoft Windows SMB Trans Buffer Overflow DoS (MS09-001),This module exploits a remote vulnerability on Trans operation via a malformed CreateWithSdOrEa SMB command on the srv.sys driver.,"February 9, 2009",CVE-2008-4834,Windows,Denial of Service / Remote,Impact Professional
CA BrightStor ARCserve Backup Media Server Exploit Update,"This module exploits a buffer overflow in the handling of RPC data in the Computer Associates BrightStor ARCServe Backup Media Server service (mediasvr.exe) which is a component of BrightStor ARCserve Backup Tape Engine.This update adds support for Windows 2003 SP1 and SP2, Windows Vista SP1 and Windows XP SP3.","February 9, 2009",CVE-2007-1785,Windows,Exploits / Remote,Impact Professional
Fujitsu SystemcastWizard Lite PXE Remote Buffer Overflow Exploit,This module exploits a remote buffer overflow in the Fujitsu SystemcastWizard application by sending a specially crafted packet to the port 4011/UDP.,"February 9, 2009",CVE-2009-0270,Windows,Exploits / Remote,Impact Professional
GlobalSCAPE Secure FTP Server Remote Buffer Overflow Exploit,"This vulnerability allows remote attackers to execute arbitrary code on installations with GlobalSCAPE Secure FTP Server,which can be exploited by malicious people to compromise a vulnerable system.The vulnerability is caused due to a boundary error with the handling of overly long commands. This can be exploited to cause a stack-based buffer overflow via an overly long, specially-crafted command passed to the affected server.","February 9, 2009",CVE-2005-1415,Windows,Exploits / Remote,Impact Professional
Squid Web Proxy Cache HTTP Version Number DoS,This module sends HTTP requests that causes the Squid Web Proxy to stop running.,"February 5, 2009",NOCVE-9999-35968,Linux,Denial of Service / Remote,Impact Professional
Destiny Media Player Playlist Buffer Overflow Exploit,Destiny Media Player contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in Destiny Media Player when handling .LST files. This can be exploited to cause a stack-based buffer overflow via a specially crafted .LST file.,"February 2, 2009",NOCVE-9999-35962,Windows,Exploits / Client Side,Impact Professional
OtsTurntables OFL Buffer Overflow Exploit,OtsTurntables contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in OtsTurntables when handling .OFL files. This can be exploited to cause a stack-based buffer overflow via a specially crafted .OFL file.,"February 2, 2009",NOCVE-9999-35963,Windows,Exploits / Client Side,Impact Professional
Browse3D SFS Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error within the parsing of .SFS files, this can be exploited to cause a stack-based buffer overflow via a .SFS file with an overly long file string.","February 2, 2009",NOCVE-9999-35960,Windows,Exploits / Client Side,Impact Professional
Microsoft SQL Server sp_replwritetovarbin Remote Heap Overflow Exploit,"This module exploits a heap-based buffer overflow in the Microsoft SQL Server by sending a specially crafted SQL query.It has two uses: One as a Remote Exploit which needs authentication, and another as an SQL Injection Agent installer module, which needs an SQL Agent as a target.","February 2, 2009",CVE-2008-5416,Windows,Exploits / Remote,Impact Professional
ESET Smart Security EPFW.SYS Privilege Escalation Exploit,This module exploits a vulnerability in ESET Smart Security EPWF.SYS driver when handling a specially crafted IOCTL request. The vulnerability allows local users to overwrite memory and execute arbitrary code via malformed Interrupt Request Packet (Irp) parameters.,"January 30, 2009",CVE-2008-5724,Windows,Exploits / Local,Impact Professional
Client Side Exploits Save Attach Update,This module improves several features for client side exploits.,"January 30, 2009",CVE-2008-3005,"Windows, Mac OS X, Linux",Exploits / Client Side,Impact Professional
Amaya Web Browser BDO HTML TAG Buffer Overflow Exploit,"This module exploits a vulnerability caused due to boundary errors in Amaya Web Browser within the processing of BDO HTML tag having an overly long DIR attribute, allowing an attacker to cause a stack overflow in order to execute arbitrary code.","January 29, 2009",CVE-2008-5282,Windows,Exploits / Client Side,Impact Professional
mIRC Buffer Overflow Exploit update,The vulnerability is caused due to a boundary error in the processing of PRIVMSG IRC messages. This can be exploited to cause a stack-based buffer overflow by tricking a user into connecting to a malicious IRC server.,"January 29, 2009",CVE-2008-4449,Windows,Exploits / Client Side,Impact Professional
HP OpenView NNM HTTP Request Stack Overflow Exploit,"This module exploits a buffer overflow vulnerability in the Toolbar application, part of the HP OpenView Network Node Manager application. The exploit triggers a stack-based buffer overflow by sending a specially crafted HTTP request to the ports 3443/TCP or 80/TCP of the vulnerable system and installs an agent if successful.","January 29, 2009",CVE-2008-0067,"Windows, Solaris",Exploits / Remote,Impact Professional
W3C Amaya Web Browser INPUT Tag Buffer Overflow Exploit,"Multiple stack buffer overflow vulnerabilities have been discovered in Amaya, which can be exploited by malicious people to compromise a users system.This module runs a web server waiting for vulnerable clients (W3C Amaya Web Browser) to connect to it. When the client connects, it will try to install an agent by exploiting this vulnerability.","January 28, 2009",NOCVE-9999-35964,Windows,Exploits / Client Side,Impact Professional
Microsoft Internet Explorer XML Buffer Overflow Exploit Update,This update improves the reliability of the exploit and adds support for Windows Vista.,"January 21, 2009",CVE-2008-4844,Windows,Exploits / Client Side,Impact Professional
VUPlayer M3U Buffer Overflow Exploit,VUPlayer contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in VUPlayer when handling .M3U files. This can be exploited to cause a stack-based buffer overflow via a specially crafted .M3U file.,"January 21, 2009",CVE-2006-6251,Windows,Exploits / Client Side,Impact Professional
Microsoft Windows SMB Buffer Underflow Exploit (MS08-063) Update,"This update add support to Microsoft Windows 2000 SP4 Professional, Server, Advanced Server and Windows 2003 SP0 Standard Edition and Enterprise Edition.","January 15, 2009",CVE-2008-4038,Windows,Exploits / Remote,Impact Professional
Cain and Abel RDP Stack Overflow Exploit,This module exploits a vulnerability caused by a boundary error in the processing of RDP files. This can be exploited to cause a stack-based buffer overflow by tricking a user into decoding a specially crafted RDP file.,"January 15, 2009",CVE-2008-5405,,Exploits / Client Side,Impact Professional
XMPlay Playlist Files Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error within the parsing of playlists (.m3u, .pls, and .asx) containing an overly long file name. This can be exploited to cause a stack-based buffer overflow via a specially crafted playlist file.","January 15, 2009",CVE-2006-6063,Windows,Exploits / Client Side,Impact Professional
MSRPC WKSSVC NetpManageIPCConnect Exploit Update 2,This module exploits a stack buffer overflow in the Workstation Service. This package addresses a compatibility problem when porting the module from version 7.6 to 8.0 of the framework.,"January 13, 2009",CVE-2006-4691,Windows,Exploits / Remote,Impact Professional
BulletProof FTP Client Buffer Overflow Exploit,BulletProof FTP Client contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in BulletProof FTP Client when handling .BPS files. This can be exploited to cause a stack-based buffer overflow via a specially crafted .BPS file.,"January 13, 2009",CVE-2008-5754,,Exploits / Client Side,Impact Professional
Openfire Remote Command Injection Exploit,This module exploits a Reflected Cross-Site Scripting vulnerability in Openfire to install an agent.,"January 8, 2009",CVE-2009-0496,"Windows, Mac OS X, Linux",Exploits / Client Side,Impact Professional
NaviCOPA Web Server Remote Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error within the handling of HTTP GET requests. This may allow execution of arbitrary code by sending an overly long, specially crafted HTTP GET request to the server.","December 30, 2008",CVE-2006-5112,Windows,Exploits / Remote,Impact Professional
Mozilla Firefox UTF-8 Buffer Overflow Exploit,This module exploits a buffer overflow in Mozilla Firefox when parsing a malformed UTF-8 encoded URL.,"December 30, 2008",CVE-2008-0016,"Windows, Linux",Exploits / Client Side,Impact Professional
Ffdshow URL Processing Buffer Overflow Exploit,"This module exploits a buffer overflow in the ffdshow codec when processing a specially crafted, long URL.","December 29, 2008",CVE-2008-5381,Windows,Exploits / Client Side,Impact Professional
Mac OS X smcFanControl Local Privilege Escalation Exploit,This module exploits a buffer overflow vulnerability in smcFanControl on Apple Mac OS X 10.4.x when the software is installed with setuid root. An attacker can exploit this vulnerability to obtain root privileges.,"December 29, 2008",CVE-2008-6252,Mac OS X,Exploits / Local,Impact Professional
WFTPD Server SIZE Command Buffer Overflow Exploit,"An internal memory buffer may be overrun while handling long ""SIZE"" command. This condition may be exploited by attackers to ultimately execute instructions with the privileges of the WFTPD Server process.","December 23, 2008",CVE-2006-4318,,Exploits / Remote,Impact Professional
WFTPD Server SIZE Command Buffer Overflow Exploit,"An internal memory buffer may be overrun while handling long ""SIZE"" command. This condition may be exploited by attackers to ultimately execute instructions with the privileges of the WFTPD Server process.","December 23, 2008",CVE-2006-4318,,Exploits / Remote,Impact Professional
CesarFTP MKD Command Buffer Overflow Exploit,An internal memory buffer may be overrun while handling long MKD commands. This condition may be exploited by attackers to ultimately execute instructions with the privileges of the CesarFTP process.,"December 23, 2008",CVE-2006-2961,,Exploits / Remote,Impact Professional
Microsoft Windows SMB Credential Reflection Exploit (MS08-068),This module implements the SMB Relay attack to install an agent in the target machine.,"December 22, 2008",CVE-2008-4037,Windows,Exploits / Local,Impact Professional
MiniShare HTTP GET Request Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error in the handling of HTTP ""GET"" requests. This can be exploited to cause a buffer overflow by sending a specially crafted overly long request with a pathname larger than 1787 bytes.","December 19, 2008",CVE-2004-2271,Windows,Exploits / Remote,Impact Professional
BadBlue HTTP GET Request Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error in ext.dll when processing an overly long PassThru command. This can be exploited to cause a stack-based buffer overflow via an overly long, specially-crafted argument passed to the affected command.","December 18, 2008",CVE-2007-6377,Windows,Exploits / Remote,Impact Professional
Realtek Media Player Playlist Buffer Overflow Exploit,Realtek Media Player contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error when handling .PLA files.,"December 17, 2008",NOCVE-9999-0139,,Exploits / Client Side,Impact Professional
Mercury IMAPD Login Buffer Overflow Exploit,"This module allows remote attackers to execute arbitrary code on vulnerable installations of software utilizing the Mercury Mail Transport System.The vulnerability is caused due to a boundary error within Mercury/32 IMAPD Server Module (mercuryi.dll). This issue is due to a failure of the application to properly bounds check user-supplied data prior to copying it to a fixed size memory buffer. This can be exploited to cause a stack-based buffer overflow via an overly long, specially-crafted argument passed to the affected command.","December 15, 2008",CVE-2006-5961,Windows,Exploits / Remote,Impact Professional
3Com TFTP Transporting Mode Buffer Overflow Exploit,This module exploits a buffer overflow vulnerability during the processing of TFTP Read/Write request packet types and cause a stack-based buffer overflow by sending a specially crafted packet with an overly long mode field.,"December 12, 2008",CVE-2006-6183,Windows,Exploits / Remote,Impact Professional
ProSysInfo TFTPDWIN Buffer Overflow Exploit,This module exploits a buffer overflow vulnerability during the processing of requested resources to cause a stack-based buffer overflow by requesting a resource with an overly long name.,"December 12, 2008",CVE-2006-4948,Windows,Exploits / Remote,Impact Professional
Opera file URI Handling Buffer Overflow Exploit,Opera is prone to a heap-based buffer-overflow vulnerability because it fails to perform adequate boundary checks on user-supplied input before copying it to an insufficiently sized buffer.,"December 11, 2008",CVE-2008-5178,Windows,Exploits / Client Side,Impact Professional
AT TFTP Server Long Filename Buffer Overflow Exploit,The vulnerability is caused due to a boundary error during the processing of TFTP Read/Write request packet types. This can be exploited to cause a stack-based buffer overflow by sending a specially crafted packet with an overly long filename field.,"December 10, 2008",CVE-2006-6184,Windows,Exploits / Remote,Impact Professional
Mercury PH Server Module Buffer Overflow Exploit,"This module allows remote attackers to execute arbitrary code on vulnerable installations of software utilizing the Mercury Mail Transport System.The vulnerability is caused due to a boundary error within Mercury/32 PH Server Module (mercuryh.dll). This issue is due to a failure of the application to properly bounds check user-supplied data prior to copying it to a fixed size memory buffer. This can be exploited to cause a stack-based buffer overflow via an overly long, specially-crafted argument passed to the affected command.","December 10, 2008",CVE-2005-4411,Windows,Exploits / Remote,Impact Professional
Microsoft Internet Explorer XML Buffer Overflow Exploit,This module exploits a buffer overflow in Internet Explorer 7 when handling malformed XML data.WARNING: This is an early release module. This is not the final version of this module.It is a pre-released version in order to deliver a module as quickly as possible to our customers that may be useful in some situations. Since this module is not the final version it may contain bugs or have limited functionality and may not have complete or accurate documentation.,"December 10, 2008",CVE-2008-4844,Windows,Exploits / Client Side,Impact Professional
RadAsm WindowCallProcA Pointer Hijack Exploit,The vulnerability is caused due to a boundary error in the processing of .RAP files. This can be exploited to cause a stack-based buffer overflow by tricking a user into decoding a specially crafted .RAP file.,"December 5, 2008",CVE-2000-0079,,Exploits / Client Side,Impact Professional
Client Side Exploits Save Attach Update,This module improves several features for client side exploits.,"December 4, 2008",CVE-2007-6026,"Windows, Mac OS X, Linux",Exploits / Client Side,Impact Professional
SNMPc Trap Packet Remote Buffer Overflow Exploit,This module exploits a remote buffer overflow in the SNMPc Network Manager by sending a specially crafted Trap packet with a long Community String to the UDP port 164 and installs an agent if successful.,"December 4, 2008",CVE-2008-2214,Windows,Exploits / Remote,Impact Professional
FutureSoft TFTP Server 2000 Buffer Overflow Exploit,"This module exploits a buffer overflow in FutureSoft TFTP Server, that allows remote attackers to execute arbitrary code via a long malformed filename.","December 3, 2008",CVE-2005-1812,Windows,Exploits / Remote,Impact Professional
BigAnt IM Server HTTP GET Request Remote Buffer Overflow Exploit,"This module exploits a vulnerability in the AntServer Module (AntServer.exe), this can be exploited to cause a stack-based buffer overflow by sending a specially crafted, overly long HTTP GET request to default port 6080/TCP.","December 2, 2008",CVE-2008-1914,Windows,Exploits / Remote,Impact Professional
Easy File Sharing FTP Server PASS Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error with the handling of passwords. This can be exploited to cause a stack-based buffer overflow via an overly long, specially-crafted passwords passed to the affected server.","December 1, 2008",CVE-2006-3952,Windows,Exploits / Remote,Impact Professional
RealVNC 4.1.1 Authentication Exploit Update,"This exploit simulates a RealVNC client and establishes a connection with a Real VNC server without using a password. After that, it opens a console, writes the exploit and executes it in ntsd.exe","November 25, 2008",CVE-2006-2369,Windows,Exploits / Remote,Impact Professional
Microsoft Windows SMB Buffer Underflow Exploit (MS08-063),This module exploits a Windows kernel remote vulnerability on the srv.sys driver via a malformed SMB packet.,"November 24, 2008",CVE-2008-4038,Windows,Exploits / Remote,Impact Professional
BitTorrent Created By Tag Buffer Overflow Exploit,The vulnerability is caused due to a boundary error in the processing of .TORRENT files. This can be exploited to cause a stack-based buffer overflow by tricking the user into opening a .TORRENT file containing an overly long Created By field.,"November 20, 2008",CVE-2008-4434,,Exploits / Client Side,Impact Professional
Oracle WebLogic Server Apache Connector Exploit,Exploits a buffer overflow in the Apache Connector of Oracle WebLogic Server (formerly known as BEA WebLogic Server).,"November 20, 2008",CVE-2008-3257,"Windows, AIX",Exploits / Remote,Impact Professional
Oracle WebLogic Server Apache Connector Exploit,Exploits a buffer overflow in the Apache Connector of Oracle WebLogic Server (formerly known as BEA WebLogic Server).,"November 19, 2008",CVE-2008-3257,Windows,Exploits/Remote,Impact
MSRPC Server Service Remote Buffer Overflow Exploit (MS08-067) Update 2,This module exploits a vulnerability in the Microsoft Windows Server service sending a specially crafted RPC request. This update adds support for Windows 2003 Enterprise Edition sp2 with DEP enabled.,"November 18, 2008",CVE-2008-4250,Windows,Exploits / Remote,Impact Professional
Adobe PDF URI Handler Exploit Update,This module exploits a vulnerability in Adobe Reader and Acrobat 8.1.0 and earlier on systems with Internet Explorer 7 installed.This update adds support for WEB SERVER.,"November 17, 2008",CVE-2007-5020,Windows,Exploits / Client Side,Impact Professional
mIRC Buffer Overflow Exploit,The vulnerability is caused due to a boundary error in the processing of PRIVMSG IRC messages. This can be exploited to cause a stack-based buffer overflow by tricking a user into connecting to a malicious IRC server.,"November 11, 2008",CVE-2008-4449,Windows,Exploits / Client Side,Impact Professional
Kantaris Buffer Overflow Subtitle Exploit,This module exploits a vulnerability in Kantaris and installs an agent.,"November 10, 2008",CVE-2007-6681,Windows,Exploits / Client Side,Impact Professional
VLC Media Player TY File Stack Based Buffer Overflow Exploit Update,This module exploits a vulnerability in VideoLan Media Player (VLC). Stack-based buffer overflow in the parse_master function in the Ty demux plugin (modules/demux/ty.c) in VLC Media Player 0.9.0 through 0.9.4 allows remote attackers to execute arbitrary code via a TiVo TY media file with a header containing a crafted size value.This update improves exploit reliability.,"November 10, 2008",CVE-2008-4654,Windows,Exploits / Client Side,Impact Professional
Adobe Reader printf Buffer Overflow Exploit Update,The vulnerability is caused due to a boundary error when parsing format strings containing a floating point specifier in the util.printf() JavaScript function.This update improves exploit reliability and fixes a cookie handling bug.,"November 7, 2008",CVE-2008-2992,Windows,Exploits / Client Side,Impact Professional
UltraISO CUE Buffer Overflow Exploit,"The vulnerability is caused due to a boundary error within the parsing of .CUE files, this can be exploited to cause a stack-based buffer overflow via a .CUE file with an overly long file string.","November 6, 2008",CVE-2007-2888,,Exploits / Client Side,Impact Professional
VLC Media Player TY File Stack Based Buffer Overflow Exploit,This module exploits a vulnerability in VideoLan Media Player (VLC). Stack-based buffer overflow in the parse_master function in the Ty demux plugin (modules/demux/ty.c) in VLC Media Player 0.9.0 through 0.9.4 allows remote attackers to execute arbitrary code via a TiVo TY media file with a header containing a crafted size value.,"November 6, 2008",CVE-2008-4654,Windows,Exploits / Client Side,Impact Professional
Now SMS MMS Gateway Web Authorization Buffer Overflow Exploit update 2,This package provides an update for the Now SMS MMS Gateway Web Authorization Buffer Overflow Exploit for Impact Professional 7.6,"November 6, 2008",CVE-2008-0871,Windows,Exploits / Remote,Impact Professional
MSRPC Server Service Remote Buffer Overflow Exploit (MS08-067) Update,This module exploits a vulnerability in the Microsoft Server service sending a specially crafted RPC request. This module improves the reliability of the exploit on Windows 2000 and adds support for Windows XP SP3.,"November 5, 2008",CVE-2008-4250,Windows,Exploits / Remote,Impact Professional
Opera Remote Command Injection Exploit,This module exploits a XSS vulnerability in the opera:historysearch page in Opera which leads to remote command injection.,"November 5, 2008",CVE-2008-4696,Linux,Exploits / Client Side,Impact Professional
Opera Remote Command Injection Exploit,This module exploits a XSS vulnerability in the opera:historysearch page in Opera which leads to remote command injection.,"November 4, 2008",CVE-2008-4696,Linux,Exploits/Client Side,Impact
Corel Paint Shop Pro Photo Buffer Overflow Exploit,The vulnerability is caused due to a boundary error within the handling of .PNG files and can be exploited to cause a stack-based buffer overflow via a specially crafted .PNG file.,"November 4, 2008",CVE-2007-2366,Windows,Exploits / Client Side,Impact Professional
Adobe Reader printf Buffer Overflow Exploit,The vulnerability is caused due to a boundary error when parsing format strings containing a floating point specifier in the util.printf() JavaScript function.,"November 4, 2008",CVE-2008-2992,Windows,Exploits / Client Side,Impact Professional
Adobe Reader printf Buffer Overflow Exploit,The vulnerability is caused due to a boundary error when parsing format strings containing a floating point specifier in the util.printf() JavaScript function.,"November 3, 2008",CVE-2008-2992,Windows,Exploits/Client Side,Impact
Apple CUPS HP-GL2 filter Remote Code Execution Exploit,"This module exploits a specific flaw in the Hewlett-Packard Graphics Languagefilter. Inadequate bounds checking on the pen width and pen coloropcodes result in an arbitrary memory overwrite allowing for theexecution of arbitrary code as the ""hgltops"" process uid.","November 3, 2008",CVE-2008-3641,Mac OS X,Exploits / Remote,Impact Professional
IntelliTamper IMG Buffer Overflow Exploit,"This module exploits a vulnerability caused due to boundary errors in IntelliTamper within the processing of HTML files when the program scans a site. IntelliTamper fails to check in the image tag on supplied data, allowing an attacker to cause a stack overflow in order to execute arbitrary code","October 30, 2008",CVE-2008-3583,Windows,Exploits / Client Side,Impact Professional
Alt-N Security Gateway Remote Buffer Overflow Exploit Update 2,This module exploits a stack-based buffer overflow in the Alt-N Security Gateway by sending a specially crafted HTTP request to the TCP port 4000.This update add the CVE number.,"October 29, 2008",CVE-2008-4193,Windows,Exploits / Remote,Impact Professional
Novell NetWare Client NWFS.SYS Local Privilege Escalation Exploit,This module exploits a vulnerability in Novell NetWare Client when handling a specially crafted IOCTL request. The vulnerability allows local users to overwrite memory and execute arbitrary code via malformed Interrupt Request Packet (Irp) parameters.,"October 29, 2008",CVE-2008-3158,Windows,Exploits / Local,Impact Professional
MSRPC Server Service Remote Buffer Overflow Exploit (MS08-067),This module exploits a vulnerability in the Microsoft Server service sending a specially crafted RPC request. WARNING: This is an early release module.This is not the final version of this module. It is a pre-released version in order to deliver a module as quickly as possible to our customers that may be useful in some situations. Since this module is not the final version it may contain bugs or have limited functionality and may not have complete or accurate documentation.,"October 25, 2008",CVE-2008-4250,Windows,Exploits / Remote,Impact Professional
Debian OpenSSL Predictable Random Number Generation Exploit Update,This module exploits the random number generator in Debian's OpenSSL package being predictable. This vulnerability is used to generate SSH keys and to install an agent into the target host.This update contains:-Corrections of some documentation issues.-Performance optimizations.-New parameter for user's preferences.,"October 24, 2008",CVE-2008-0166,Linux,Exploits / Remote,Impact Professional
Alt-N Security Gateway Remote Buffer Overflow Exploit  Update,This module exploits a stack-based buffer overflow in the Alt-N Security Gateway by sending a specially crafted HTTP request to the TCP port 4000.This module adds support for Windows 2000 Professional SP4.,"October 24, 2008",CVE-2008-4193,Windows,Exploits / Remote,Impact Professional
Alt-N Security Gateway Remote Buffer Overflow Exploit Update,This module exploits a stack-based buffer overflow in the Alt-N Security Gateway by sending a specially crafted HTTP request to the TCP port 4000. This module adds support for Windows 2000 Professional SP4.,"October 23, 2008",CVE-2008-4193,Windows,Exploits/Remote,Impact
Microsoft Windows AFD Driver Local Privilege Escalation Exploit (MS08-066) Update,This module exploits a vulnerability in Windows Ancillary function driver when the 0x1203F IOCTL in afd.sys is invoked with a specially crafted parameter. The IOCTL 0x1203F handler in the afd.sys function driver allows local users to overwrite memory and execute arbitrary code via malformed Interrupt Request Packet (Irp) parameters.This update adds support for Windows 2003.,"October 22, 2008",CVE-2008-3464,Windows,Exploits / Local,Impact Professional
ZoneAlarm VSDATANT IOCTL Handler Privilege Escalation Exploit Update,This module exploits a vulnerability in ZoneAlarm products when the 0x8400000F function is invoked with a specially crafted parameter. The IOCTL 0x8400000F handler in the VSDATANT.SYS device driver in ZoneAlarm products allows local users to overwrite memory and execute arbitrary code via malformed Interrupt Request Packet (Irp) parameters to obtain escalated privileges.This update adds support for Windows XP SP3.,"October 22, 2008",CVE-2007-4216,Windows,Exploits / Local,Impact Professional
Microsoft Windows SMB Buffer Underflow DoS (MS08-063),This module exploits a remote vulnerability on the FIND_FIRTS2 SMB subcommand on the srv.sys driver.,"October 21, 2008",CVE-2008-4038,Windows,Exploits / Remote,Impact Professional
Microsoft Windows GDI Plus WMF Buffer Overflow Exploit (MS08-052)  update,"When the method WmfEnumState::DibCreatePatternBrush in the GDI Plus library processes a WMF file with a malformed CreatePatternBrush record, this produces a stack overflow.This update adds support for Microsoft Windows XP SP0 Home/Professional and Microsoft Windows 2003 SP0 Standard/Enterprise Edition.","October 21, 2008",CVE-2008-3014,Windows,Exploits / Client Side,Impact Professional
Microsoft Windows GDI Plus WMF Buffer Overflow Exploit (MS08-052) update,"When the method WmfEnumState::DibCreatePatternBrush in the GDI Plus library processes a WMF file with a malformed CreatePatternBrush record, this produces a stack overflow. This update adds support for Microsoft Windows XP SP0 Home/Professional and Microsoft Windows 2003 SP0 Standard/Enterprise Edition.","October 20, 2008",CVE-2008-3014,Windows,Exploits/Client Side,Impact
Active Directory LDAP Request Handling DoS (MS08-060),"Active Directory, which is an essential component of the Windows 2000 architecture, presents organizations with a directory service designed for distributed computing environments. Active Directory allows organizations to centrally manage and share information on network resources and users while acting as the central authority for network security.The directory services provided by Active Directory are based on the Lightweight Directory Access Protocol (LDAP) and thus Active Directory objects can be stored and retrieved using the LDAP protocol.","October 20, 2008",CVE-2008-4023,Windows,Denial of Service / Remote,Impact Professional
FlashGet FTP PWD Response Buffer Overflow Exploit,This exploit takes advantage of a vulnerability that allows attackers to cause FlashGet to execute arbitrary code via a malformed FTP PWD response.,"October 20, 2008",CVE-2008-4321,Windows,Exploits / Client Side,Impact Professional
Microsoft Windows AFD Driver Local Privilege Escalation Exploit (MS08-066),This module exploits a vulnerability in Windows Ancillary function driver when the 0x1203F IOCTL in afd.sys is invoked with a specially crafted parameter. The IOCTL 0x1203F handler in the afd.sys function driver allows local users to overwrite memory and execute arbitrary code via malformed Interrupt Request Packet (Irp) parameters.,"October 17, 2008",CVE-2008-3464,,Exploits / Local,Impact Professional
MSRPC Microsoft Host Integration Remote Command Execution Exploit (MS08-059),This module exploits a remote command injection in the SNA RPC service included in Microsoft Host Integration Server. A remote attacker can exploit this vulnerability to execute arbitrary code and completely compromise the computer.,"October 16, 2008",CVE-2008-3466,,Exploits / Remote,Impact Professional
ZoneAlarm VSDATANT IOCTL Handler Privilege Escalation Exploit,This module exploits a vulnerability in ZoneAlarm products when the 0x8400000F function is invoked with a specially crafted parameter. The IOCTL 0x8400000F handler in the VSDATANT.SYS device driver in ZoneAlarm products allows local users to overwrite memory and execute arbitrary code via malformed Interrupt Request Packet (Irp) parameters to obtain escalated privileges.,"October 14, 2008",CVE-2007-4216,Windows,Exploits / Local,Impact Professional
Numark Cue M3U Buffer Overflow Exploit,Numark Cue contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in Numark Cue when handling .M3U files.,"October 14, 2008",CVE-2008-4470,,Exploits / Client Side,Impact Professional
AtomixMP3 M3U Buffer Overflow Exploit,AtomixMP3 contains a buffer prone to exploitation via an overly long string. The vulnerability is caused due to a boundary error in AtomixMP3 when handling .M3U files. This can be exploited to cause a stack-based buffer overflow via a specially crafted .M3U file.This module runs a malicious web server on the CORE IMPACT Console and waits for an unsuspecting user to trigger the exploit by connecting to it.,"October 10, 2008",CVE-2006-6287,,Exploits / Client Side,Impact Professional
